,index,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
0,0,12/3/2021,13:58:14:663,355.02,30.63,517.83,0.547,931.047,522.8184906269322,355.02
1,1,12/3/2021,13:58:14:726,354.52,30.55,530.03,0.547,931.047,522.2332729082958,355.02
2,2,12/3/2021,13:58:14:866,355.02,30.67,511.43,0.5479999999999999,931.047,521.6567176374722,355.02
3,3,12/3/2021,13:58:14:945,355.52,30.59,509.03,0.5479999999999999,931.047,521.0898944541336,355.02
4,4,12/3/2021,13:58:15:54,354.52,30.55,507.53,0.5479999999999999,931.047,520.5337789667932,355.02
5,5,12/3/2021,13:58:15:163,355.02,30.59,507.23,0.5479999999999999,931.047,519.989180732597,355.02
6,6,12/3/2021,13:58:15:273,354.52,30.53,525.83,0.5479999999999999,931.047,519.4567326173442,355.02
7,7,12/3/2021,13:58:15:382,355.52,30.59,522.43,0.5489999999999999,931.047,518.9369585922053,355.02
8,8,12/3/2021,13:58:15:491,355.52,30.63,523.03,0.5489999999999999,930.897,518.4303755772692,355.02
9,9,12/3/2021,13:58:15:616,355.02,30.75,495.22,0.5489999999999999,931.047,517.9375291423842,355.02
10,10,12/3/2021,13:58:15:710,354.52,30.63,525.83,0.5489999999999999,931.047,517.4589311525074,355.02
11,11,12/3/2021,13:58:15:866,355.02,30.57,508.13,0.5489999999999999,931.047,516.995005889514,355.02
12,12,12/3/2021,13:58:15:929,355.52,30.61,510.83,0.5479999999999999,931.047,516.5461023167073,355.02
13,13,12/3/2021,13:58:16:38,355.02,30.51,507.23,0.5489999999999999,931.047,516.1124970537173,355.02
14,14,12/3/2021,13:58:16:147,355.02,30.34,506.83,0.5479999999999999,931.047,515.6943635452002,355.02
15,15,12/3/2021,13:58:16:257,356.02,30.63,506.83,0.5479999999999999,931.047,515.2917494675888,355.02
16,16,12/3/2021,13:58:16:366,355.52,30.48,519.73,0.5479999999999999,931.047,514.9045820836515,355.02
17,17,12/3/2021,13:58:16:475,355.02,30.55,517.23,0.5479999999999999,931.047,514.5327173451126,355.02
18,18,12/3/2021,13:58:16:616,355.02,30.61,490.12,0.5479999999999999,931.047,514.1759848435266,355.02
19,19,12/3/2021,13:58:16:694,355.52,30.63,529.73,0.5479999999999999,931.047,513.8341621786465,355.02
20,20,12/3/2021,13:58:16:795,355.52,30.61,505.33,0.5479999999999999,931.047,513.5069554407212,355.02
21,21,12/3/2021,13:58:16:904,355.02,30.55,509.93,0.5479999999999999,931.047,513.1940374368395,355.02
22,22,12/3/2021,13:58:17:14,356.02,30.65,506.23,0.5479999999999999,931.047,512.8950524389721,355.02
23,23,12/3/2021,13:58:17:123,356.02,30.59,509.63,0.5479999999999999,931.047,512.6095803093007,355.02
24,24,12/3/2021,13:58:17:233,355.02,30.55,506.83,0.5479999999999999,931.047,512.3371241979551,355.02
25,25,12/3/2021,13:58:17:357,356.02,30.57,506.53,0.5479999999999999,931.047,512.0771137339765,355.02
26,26,12/3/2021,13:58:17:451,356.02,30.57,513.63,0.5479999999999999,931.047,511.82890830633454,355.02
