,index,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
0,0,11/3/2021,16:46:46:915,355.02,30.34,509.93,0.546,930.447,508.3206743215762,355.02
1,1,11/3/2021,16:46:47:9,355.02,30.4,496.22,0.546,930.447,508.20365997623526,355.02
2,2,11/3/2021,16:46:47:118,355.02,30.34,529.43,0.546,930.447,508.08657962646754,355.02
3,3,11/3/2021,16:46:47:228,355.02,30.34,504.73,0.546,930.447,507.96957967438914,355.02
4,4,11/3/2021,16:46:47:337,355.02,30.34,490.12,0.546,930.597,507.85280975698095,355.02
5,5,11/3/2021,16:46:47:462,354.02,30.4,493.12,0.546,930.597,507.73641750891716,355.02
6,6,11/3/2021,16:46:47:556,355.52,30.36,495.92,0.546,930.447,507.62053990677015,355.02
7,7,11/3/2021,16:46:47:712,354.52,30.32,490.12,0.546,930.447,507.5052996010016,355.02
8,8,11/3/2021,16:46:47:774,356.02,30.32,500.73,0.546,930.447,507.3908051347964,355.02
9,9,11/3/2021,16:46:47:884,354.52,30.32,506.83,0.546,930.447,507.2771528315275,355.02
10,10,11/3/2021,16:46:47:993,355.02,30.36,502.33,0.546,930.447,507.16443091350084,355.02
11,11,11/3/2021,16:46:48:103,355.02,30.46,507.23,0.546,930.447,507.052723428461,355.02
12,12,11/3/2021,16:46:48:227,354.52,30.42,509.63,0.547,930.447,506.9421122656986,355.02
13,13,11/3/2021,16:46:48:321,355.02,30.46,528.53,0.546,930.447,506.83268018448007,355.02
14,14,11/3/2021,16:46:48:477,355.02,30.44,509.33,0.546,930.447,506.724516369985,355.02
15,15,11/3/2021,16:46:48:540,354.52,30.38,493.72,0.546,930.447,506.6177187933645,355.02
16,16,11/3/2021,16:46:48:643,355.02,30.34,496.52,0.546,930.597,506.51238818423525,355.02
17,17,11/3/2021,16:46:48:752,354.52,30.44,498.62,0.546,930.597,506.408619376838,355.02
18,18,11/3/2021,16:46:48:862,355.02,30.4,501.73,0.546,930.597,506.30649803706007,355.02
19,19,11/3/2021,16:46:48:971,354.52,30.34,505.33,0.547,930.597,506.2061023031628,355.02
20,20,11/3/2021,16:46:49:80,355.02,30.4,508.13,0.547,930.597,506.10750587166916,355.02
21,21,11/3/2021,16:46:49:205,355.02,30.38,507.23,0.547,930.447,506.01078104221114,355.02
22,22,11/3/2021,16:46:49:299,355.02,30.34,512.03,0.547,930.447,505.9160010678782,355.02
23,23,11/3/2021,16:46:49:487,355.02,30.32,489.82,0.547,930.447,505.8232406582154,355.02
24,24,11/3/2021,16:46:49:518,354.52,30.44,510.53,0.547,930.447,505.7325735320964,355.02
25,25,11/3/2021,16:46:49:627,354.52,30.3,493.72,0.547,930.597,505.6440694108541,355.02
26,26,11/3/2021,16:46:49:737,355.52,30.34,489.12,0.547,930.597,505.5577921062987,355.02
27,27,11/3/2021,16:46:49:846,355.02,30.34,499.22,0.547,930.597,505.47379653488747,355.02
28,28,11/3/2021,16:46:49:955,354.52,30.4,487.62,0.547,930.597,505.39212593244116,355.02
29,29,11/3/2021,16:46:50:65,355.52,30.36,487.32,0.547,930.597,505.31281058879233,355.02
30,30,11/3/2021,16:46:50:252,355.02,30.32,509.33,0.547,930.597,505.2358671073559,355.02
31,31,11/3/2021,16:46:50:424,355.02,30.34,490.12,0.547,930.597,505.1613004330262,355.02
32,32,11/3/2021,16:46:50:502,354.52,30.38,523.93,0.547,930.597,505.0891087611893,355.02
33,33,11/3/2021,16:46:50:612,354.52,30.4,487.92,0.547,930.597,505.01928815787926,355.02
34,34,11/3/2021,16:46:50:721,354.52,30.4,526.43,0.546,930.447,504.9518353263732,355.02
35,35,11/3/2021,16:46:50:830,355.02,30.44,488.22,0.547,930.597,504.88674867929916,355.02
36,36,11/3/2021,16:46:50:986,355.52,30.4,507.23,0.547,930.597,504.8240275831707,355.02
37,37,11/3/2021,16:46:51:49,354.52,30.34,504.43,0.547,930.597,504.7636700168084,355.02
38,38,11/3/2021,16:46:51:158,354.52,30.32,507.53,0.547,930.447,504.7056721044989,355.02
39,39,11/3/2021,16:46:51:267,355.02,30.38,508.73,0.547,930.447,504.65003037183817,355.02
40,40,11/3/2021,16:46:51:377,355.52,30.38,509.33,0.547,930.597,504.5967438204677,355.02
41,41,11/3/2021,16:46:51:486,355.02,30.32,514.83,0.547,930.447,504.5458155498301,355.02
42,42,11/3/2021,16:46:51:596,355.02,30.38,509.63,0.547,930.447,504.4972546046832,355.02
43,43,11/3/2021,16:46:51:720,357.02,30.3,511.73,0.546,930.447,504.451077161128,355.02
44,44,11/3/2021,16:46:51:814,356.02,30.38,508.43,0.546,930.447,504.407306354033,355.02
45,45,11/3/2021,16:46:51:988,354.52,30.42,506.83,0.546,930.447,504.3659712148009,355.02
46,46,11/3/2021,16:46:52:35,355.02,30.4,487.32,0.546,930.597,504.3271040217103,355.02
47,47,11/3/2021,16:46:52:144,355.02,30.36,505.63,0.546,930.447,504.29073524464656,355.02
48,48,11/3/2021,16:46:52:254,355.02,30.38,487.92,0.546,930.447,504.2568890703708,355.02
49,49,11/3/2021,16:46:52:477,355.02,30.24,506.83,0.546,930.597,504.2255820635367,355.02
50,50,11/3/2021,16:46:52:587,355.02,30.4,510.23,0.546,930.447,504.19682488104485,355.02
51,51,11/3/2021,16:46:52:759,355.02,30.42,497.42,0.546,930.447,504.17062621522143,355.02
52,52,11/3/2021,16:46:52:805,355.02,30.4,507.23,0.546,930.447,504.1469951614728,355.02
53,53,11/3/2021,16:46:52:915,355.02,30.36,509.33,0.546,930.447,504.12594105408897,355.02
54,54,11/3/2021,16:46:53:25,358.92,30.34,507.53,0.546,930.447,504.1074746068502,355.02
55,55,11/3/2021,16:46:53:134,354.52,30.38,488.82,0.547,930.597,504.0916087658357,355.02
56,56,11/3/2021,16:46:53:712,354.52,30.34,488.22,0.547,930.597,504.0783544168125,355.02
57,57,11/3/2021,16:46:53:790,355.52,30.4,490.72,0.547,930.447,504.0677129700892,355.02
58,58,11/3/2021,16:46:53:899,355.02,30.59,529.73,0.547,930.447,504.0596743947863,355.02
59,59,11/3/2021,16:46:54:9,355.02,30.36,506.53,0.547,930.447,504.05422526101165,355.02
60,60,11/3/2021,16:46:54:133,355.52,30.38,503.23,0.547,930.447,504.0513580868024,355.02
61,61,11/3/2021,16:46:54:227,355.52,30.4,507.83,0.547,930.447,504.0510720242905,355.02
62,62,11/3/2021,16:46:54:334,354.52,30.38,489.12,0.547,930.447,504.0533681792761,355.02
63,63,11/3/2021,16:46:54:474,355.52,30.34,510.53,0.547,930.447,504.0582456677559,355.02
64,64,11/3/2021,16:46:54:554,354.02,30.61,510.53,0.547,930.447,504.0657008835282,355.02
65,65,11/3/2021,16:46:54:664,354.52,30.42,510.83,0.547,930.447,504.0757312018917,355.02
66,66,11/3/2021,16:46:54:769,355.02,30.36,490.72,0.547,930.447,504.0883380153045,355.02
67,67,11/3/2021,16:46:54:906,355.02,30.32,487.32,0.547,930.447,504.1035228808505,355.02
68,68,11/3/2021,16:46:54:994,354.52,30.36,500.12,0.547,930.597,504.1212798861051,355.02
69,69,11/3/2021,16:46:55:95,355.02,30.38,510.53,0.547,930.447,504.1415931665931,355.02
70,70,11/3/2021,16:46:55:229,355.02,30.32,507.53,0.546,930.447,504.1644420673442,355.02
71,71,11/3/2021,16:46:55:315,354.52,30.32,510.53,0.546,930.447,504.1898075395516,355.02
72,72,11/3/2021,16:46:55:472,354.02,30.34,489.52,0.546,930.447,504.21767385576027,355.02
73,73,11/3/2021,16:46:55:535,354.52,30.36,510.23,0.546,930.447,504.24802561064973,355.02
74,74,11/3/2021,16:46:55:648,355.02,30.34,510.53,0.546,930.447,504.2808455431417,355.02
75,75,11/3/2021,16:46:55:755,355.52,30.32,510.53,0.546,930.447,504.31611732070235,355.02
76,76,11/3/2021,16:46:55:869,355.02,30.36,492.82,0.546,930.447,504.353828416205,355.02
77,77,11/3/2021,16:46:55:975,355.02,30.36,496.22,0.546,930.447,504.39396718675386,355.02
78,78,11/3/2021,16:46:56:89,355.02,30.38,508.43,0.546,930.447,504.4365177560317,355.02
79,79,11/3/2021,16:46:56:226,356.52,30.34,508.13,0.546,930.447,504.48145985319536,355.02
80,80,11/3/2021,16:46:56:304,355.52,30.34,509.03,0.547,930.447,504.5287731330387,355.02
81,81,11/3/2021,16:46:56:413,354.52,30.34,492.82,0.547,930.447,504.5784395278675,355.02
82,82,11/3/2021,16:46:56:519,355.02,30.38,495.92,0.547,930.447,504.63044032679284,355.02
83,83,11/3/2021,16:46:56:633,355.02,30.32,510.53,0.547,930.447,504.6847518824939,355.02
84,84,11/3/2021,16:46:56:742,355.02,30.36,510.53,0.547,930.447,504.7413463887021,355.02
85,85,11/3/2021,16:46:56:853,355.02,30.36,511.13,0.547,930.447,504.8001971770722,355.02
86,86,11/3/2021,16:46:57:91,355.52,30.34,495.92,0.546,930.447,504.8612817480225,355.02
87,87,11/3/2021,16:46:57:333,355.02,30.26,489.12,0.546,930.447,504.9245785784997,355.02
88,88,11/3/2021,16:46:57:410,354.52,30.34,494.02,0.547,930.597,504.99006001540175,355.02
89,89,11/3/2021,16:46:57:525,355.02,30.32,506.53,0.546,930.597,505.0576878430455,355.02
90,90,11/3/2021,16:46:57:626,355.02,30.32,506.23,0.546,930.597,505.1274155445128,355.02
91,91,11/3/2021,16:46:57:742,355.52,30.36,492.22,0.546,930.447,505.1991928372186,355.02
92,92,11/3/2021,16:46:57:858,354.52,30.34,495.22,0.546,930.597,505.2729656085705,355.02
93,93,11/3/2021,16:46:57:974,354.52,30.24,511.13,0.546,930.447,505.3486730015279,355.02
94,94,11/3/2021,16:46:58:74,355.02,30.3,511.73,0.546,930.597,505.4262489812134,355.02
95,95,11/3/2021,16:46:58:212,354.52,30.24,520.63,0.546,930.597,505.50562889660085,355.02
96,96,11/3/2021,16:46:58:290,356.02,30.32,488.22,0.546,930.597,505.5867540554367,355.02
97,97,11/3/2021,16:46:58:397,354.52,30.26,506.83,0.546,930.597,505.66956915191537,355.02
98,98,11/3/2021,16:46:58:513,354.52,30.22,498.02,0.546,930.447,505.7540163141201,355.02
