,index,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
0,0,9/3/2021,10:33:15:786,307.62,31.37,445.22,0.546,926.146,445.2109697048539,307.62
1,1,9/3/2021,10:33:15:880,308.12,31.33,428.72,0.546,926.296,445.266393208571,307.62
2,2,9/3/2021,10:33:15:989,307.22,31.43,449.52,0.546,926.146,445.3168237677613,307.62
3,3,9/3/2021,10:33:16:98,307.22,31.28,449.82,0.546,926.146,445.3615619141041,307.62
4,4,9/3/2021,10:33:16:208,306.72,31.35,450.12,0.546,926.146,445.3998902288653,307.62
5,5,9/3/2021,10:33:16:333,307.22,31.24,450.72,0.546,926.146,445.4311412190313,307.62
6,6,9/3/2021,10:33:16:426,307.22,31.39,451.32,0.546,926.146,445.4547228643625,307.62
7,7,9/3/2021,10:33:16:583,307.62,31.32,451.62,0.546,926.146,445.47012574221947,307.62
8,8,9/3/2021,10:33:16:645,307.22,31.41,451.62,0.546,926.146,445.4769299788217,307.62
9,9,9/3/2021,10:33:16:755,307.22,31.32,447.32,0.546,926.146,445.47480549983214,307.62
10,10,9/3/2021,10:33:16:864,307.22,31.28,449.52,0.546,926.146,445.4634990518247,307.62
11,11,9/3/2021,10:33:16:974,306.72,31.3,461.72,0.546,926.146,445.44282984823485,307.62
12,12,9/3/2021,10:33:17:83,306.72,31.39,447.62,0.546,926.296,445.4127196911697,307.62
13,13,9/3/2021,10:33:17:193,308.12,31.3,430.22,0.546,926.146,445.37319709853415,307.62
14,14,9/3/2021,10:33:17:349,307.22,31.35,448.22,0.546,926.296,445.3243146719323,307.62
15,15,9/3/2021,10:33:17:411,308.12,31.3,450.12,0.547,926.146,445.2660768526849,307.62
16,16,9/3/2021,10:33:17:521,310.62,31.35,450.72,0.546,926.146,445.1984723842738,307.62
17,17,9/3/2021,10:33:17:630,307.22,31.3,451.02,0.546,926.146,445.1215422294087,307.62
18,18,9/3/2021,10:33:17:739,307.22,31.3,446.12,0.546,926.296,445.0354054967504,307.62
19,19,9/3/2021,10:33:17:849,307.62,31.28,469.62,0.545,926.146,444.9402703942817,307.62
20,20,9/3/2021,10:33:17:958,307.22,31.35,447.32,0.546,926.146,444.8364785858757,307.62
21,21,9/3/2021,10:33:18:83,307.22,31.35,441.82,0.545,926.146,444.72453300837515,307.62
22,22,9/3/2021,10:33:18:177,307.62,31.37,448.22,0.546,926.146,444.60504067245074,307.62
23,23,9/3/2021,10:33:18:333,307.22,31.35,448.62,0.546,925.996,444.47864349526975,307.62
24,24,9/3/2021,10:33:18:395,306.72,31.39,449.82,0.546,926.146,444.34601713662585,307.62
25,25,9/3/2021,10:33:18:505,307.22,31.41,450.72,0.546,926.146,444.20790047173193,307.62
26,26,9/3/2021,10:33:18:614,307.62,31.26,451.02,0.546,926.146,444.0651162848428,307.62
27,27,9/3/2021,10:33:18:724,307.22,31.37,451.32,0.546,926.146,443.9185852202912,307.62
28,28,9/3/2021,10:33:18:833,307.22,31.35,432.42,0.546,926.146,443.76931717694845,307.62
29,29,9/3/2021,10:33:18:942,307.62,31.39,432.72,0.546,926.146,443.61834394547685,307.62
30,30,9/3/2021,10:33:19:83,307.22,31.43,437.02,0.546,926.146,443.4666177500672,307.62
31,31,9/3/2021,10:33:19:161,308.12,31.33,430.22,0.546,926.146,443.3149520510586,307.62
32,32,9/3/2021,10:33:19:270,307.22,31.35,458.02,0.546,926.146,443.1640323921709,307.62
33,33,9/3/2021,10:33:19:379,306.72,31.37,428.72,0.547,926.146,443.01447591889917,307.62
34,34,9/3/2021,10:33:19:489,308.12,31.37,445.82,0.547,926.146,442.8668764502812,307.62
35,35,9/3/2021,10:33:19:598,307.22,31.61,447.92,0.547,926.146,442.7218059304016,307.62
36,36,9/3/2021,10:33:19:705,308.12,31.39,430.52,0.546,926.146,442.5798208239276,307.62
37,37,9/3/2021,10:33:19:830,306.72,31.35,431.82,0.546,926.146,442.441448184542,307.62
38,38,9/3/2021,10:33:19:924,307.62,31.35,432.12,0.546,926.146,442.30711627427075,307.62
39,39,9/3/2021,10:33:20:90,307.62,31.37,431.52,0.546,926.146,442.1770990750386,307.62
40,40,9/3/2021,10:33:20:153,308.12,31.35,462.92,0.546,926.146,442.05153652484825,307.62
41,41,9/3/2021,10:33:20:262,308.12,31.39,429.32,0.546,926.146,441.9305252071325,307.62
42,42,9/3/2021,10:33:20:371,307.22,31.35,452.82,0.546,925.996,441.8141938526471,307.62
43,43,9/3/2021,10:33:20:481,307.22,31.28,429.62,0.546,926.146,441.7026995698016,307.62
44,44,9/3/2021,10:33:20:590,307.62,31.37,441.82,0.546,926.146,441.59618810800896,307.62
45,45,9/3/2021,10:33:20:700,307.62,31.3,444.62,0.546,926.146,441.4947690663802,307.62
46,46,9/3/2021,10:33:20:856,308.12,31.41,431.52,0.546,926.146,441.39851950582937,307.62
