,Unnamed: 0,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Pressure_tmp
0,0,25/3/2021,9:58:32:928,799.04,31.3,1087.15,0.546,946.447,799.04
1,1,25/3/2021,9:58:33:6,798.54,31.3,1066.95,0.546,946.447,799.04
2,2,25/3/2021,9:58:33:116,798.04,31.32,1087.45,0.546,946.447,799.04
3,3,25/3/2021,9:58:33:225,797.54,31.1,1049.85,0.546,946.447,799.04
4,4,25/3/2021,9:58:33:334,798.54,31.2,1089.25,0.545,946.297,799.04
5,5,25/3/2021,9:58:33:444,798.04,31.3,1053.55,0.545,946.447,799.04
6,6,25/3/2021,9:58:33:568,797.54,31.18,1071.25,0.545,946.447,799.04
7,7,25/3/2021,9:58:33:662,798.04,31.22,1067.85,0.545,946.447,799.04
8,8,25/3/2021,9:58:33:818,798.04,31.32,1062.65,0.546,946.447,799.04
9,9,25/3/2021,9:58:33:881,798.04,31.26,1065.15,0.546,946.447,799.04
10,10,25/3/2021,9:58:33:990,798.04,31.28,1065.15,0.545,946.297,799.04
11,11,25/3/2021,9:58:34:100,798.04,31.51,1065.45,0.546,946.447,799.04
12,12,25/3/2021,9:58:34:209,798.04,31.3,1080.05,0.546,946.447,799.04
13,13,25/3/2021,9:58:34:334,799.04,31.26,1071.25,0.546,946.297,799.04
14,14,25/3/2021,9:58:34:428,798.54,31.22,1067.85,0.546,946.447,799.04
15,15,25/3/2021,9:58:34:584,799.54,31.28,1062.35,0.546,946.447,799.04
16,16,25/3/2021,9:58:34:647,798.04,31.26,1061.75,0.546,946.447,799.04
17,17,25/3/2021,9:58:34:756,799.04,31.32,1065.15,0.545,946.297,799.04
18,18,25/3/2021,9:58:34:865,798.54,31.24,1065.15,0.545,946.447,799.04
19,19,25/3/2021,9:58:34:975,798.04,31.18,1065.75,0.545,946.297,799.04
20,20,25/3/2021,9:58:35:84,798.54,31.18,1066.35,0.545,946.447,799.04
21,21,25/3/2021,9:58:35:193,799.04,31.32,1076.75,0.545,946.447,799.04
22,22,25/3/2021,9:58:35:318,798.54,31.32,1066.35,0.545,946.447,799.04
23,23,25/3/2021,9:58:35:412,798.54,31.24,1089.25,0.545,946.297,799.04
24,24,25/3/2021,9:58:35:569,798.54,31.32,1054.45,0.545,946.297,799.04
25,25,25/3/2021,9:58:35:631,799.04,31.18,1085.55,0.545,946.297,799.04
26,26,25/3/2021,9:58:35:741,799.04,31.28,1046.25,0.546,946.447,799.04
27,27,25/3/2021,9:58:35:850,798.04,31.28,1080.05,0.545,946.297,799.04
28,28,25/3/2021,9:58:35:960,799.04,31.16,1065.75,0.545,946.297,799.04
29,29,25/3/2021,9:58:36:69,798.54,31.22,1067.25,0.545,946.297,799.04
30,30,25/3/2021,9:58:36:178,798.04,31.26,1067.55,0.545,946.297,799.04
31,31,25/3/2021,9:58:36:319,798.04,31.18,1077.35,0.545,946.297,799.04
32,32,25/3/2021,9:58:36:397,799.04,31.26,1065.45,0.546,946.447,799.04
33,33,25/3/2021,9:58:36:506,797.54,31.26,1058.45,0.546,946.447,799.04
34,34,25/3/2021,9:58:36:616,798.04,31.28,1067.55,0.545,946.447,799.04
35,35,25/3/2021,9:58:36:731,787.74,31.28,1088.95,0.545,946.297,799.04
36,36,25/3/2021,9:58:36:844,798.04,31.28,1049.55,0.545,946.297,799.04
37,37,25/3/2021,9:58:36:953,797.54,31.16,1079.45,0.545,946.297,799.04
38,38,25/3/2021,9:58:37:78,798.54,31.18,1067.85,0.545,946.447,799.04
39,39,25/3/2021,9:58:37:171,798.04,31.2,1067.25,0.545,946.447,799.04
40,40,25/3/2021,9:58:37:327,798.04,31.14,1082.85,0.545,946.297,799.04
41,41,25/3/2021,9:58:37:390,798.04,31.22,1060.55,0.545,946.447,799.04
42,42,25/3/2021,9:58:37:499,797.54,31.08,1053.55,0.545,946.447,799.04
43,43,25/3/2021,9:58:37:608,799.04,31.2,1048.05,0.545,946.297,799.04
44,44,25/3/2021,9:58:37:718,798.54,31.18,1049.25,0.546,946.297,799.04
45,45,25/3/2021,9:58:37:905,798.54,31.22,1048.05,0.546,946.447,799.04
46,46,25/3/2021,9:58:37:937,798.04,31.24,1069.45,0.545,946.297,799.04
47,47,25/3/2021,9:58:38:93,798.54,31.24,1073.95,0.546,946.447,799.04
