,index,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
0,0,25/3/2021,10:33:28:493,942.15,31.04,1256.16,0.542,951.048,1256.071086177813,942.15
1,1,25/3/2021,10:33:28:587,942.15,31.06,1258.36,0.542,950.898,1255.1274640185104,942.15
2,2,25/3/2021,10:33:28:696,942.15,31.02,1236.66,0.542,951.048,1254.18265194059,942.15
3,3,25/3/2021,10:33:28:806,942.15,31.1,1245.86,0.542,951.048,1253.2396600453715,942.15
4,4,25/3/2021,10:33:28:915,942.65,31.14,1252.26,0.542,951.048,1252.3013797537292,942.15
5,5,25/3/2021,10:33:29:25,942.65,31.02,1216.26,0.541,951.048,1251.3705596799848,942.15
6,6,25/3/2021,10:33:29:149,942.15,31.08,1218.96,0.541,951.048,1250.4497346154876,942.15
7,7,25/3/2021,10:33:29:243,943.15,31.04,1221.76,0.542,951.048,1249.541076562676,942.15
8,8,25/3/2021,10:33:29:415,942.15,30.93,1236.66,0.541,951.048,1248.6463161354532,942.15
9,9,25/3/2021,10:33:29:462,942.15,30.93,1236.66,0.541,951.048,1247.7668066652666,942.15
10,10,25/3/2021,10:33:29:572,942.15,31.04,1261.36,0.541,950.898,1246.903663001886,942.15
11,11,25/3/2021,10:33:29:681,941.65,31.08,1249.16,0.541,950.898,1246.0579205608715,942.15
12,12,25/3/2021,10:33:29:790,942.15,31.08,1246.46,0.541,950.898,1245.2306576373064,942.15
13,13,25/3/2021,10:33:29:915,942.65,31.08,1217.16,0.542,951.048,1244.4229944531046,942.15
14,14,25/3/2021,10:33:30:9,941.65,31.12,1256.16,0.541,950.898,1243.6359904768128,942.15
15,15,25/3/2021,10:33:30:149,942.65,31.06,1219.56,0.542,951.048,1242.8705795750955,942.15
16,16,25/3/2021,10:33:30:228,942.15,30.97,1221.76,0.542,951.048,1242.1275529286827,942.15
17,17,25/3/2021,10:33:30:337,942.15,31.04,1222.06,0.542,951.048,1241.407489234918,942.15
18,18,25/3/2021,10:33:30:446,942.15,31.04,1221.06,0.542,951.048,1240.710674613837,942.15
19,19,25/3/2021,10:33:30:556,943.55,31.04,1220.46,0.542,951.048,1240.0370839968116,942.15
20,20,25/3/2021,10:33:30:665,942.15,31.04,1230.86,0.542,951.048,1239.3863972682266,942.15
21,21,25/3/2021,10:33:30:775,942.15,31.08,1242.76,0.542,951.048,1238.75805484224,942.15
22,22,25/3/2021,10:33:30:915,941.65,30.95,1253.76,0.542,951.048,1238.1513825256054,942.15
23,23,25/3/2021,10:33:30:993,941.15,30.95,1249.16,0.542,951.048,1237.5657493904375,942.15
24,24,25/3/2021,10:33:31:151,941.65,31.04,1244.56,0.5429999999999999,951.048,1237.0006757595102,942.15
25,25,25/3/2021,10:33:31:214,941.65,31.06,1243.36,0.5429999999999999,951.048,1236.4558508351174,942.15
26,26,25/3/2021,10:33:31:323,942.15,31.02,1241.26,0.5429999999999999,951.048,1235.9311006518915,942.15
27,27,25/3/2021,10:33:31:432,941.65,30.93,1225.06,0.5429999999999999,951.048,1235.4263431302427,942.15
28,28,25/3/2021,10:33:31:545,942.15,31.06,1222.66,0.5429999999999999,951.048,1234.941509262967,942.15
29,29,25/3/2021,10:33:31:652,941.15,31.04,1233.36,0.5429999999999999,951.048,1234.4764478960926,942.15
30,30,25/3/2021,10:33:31:761,941.65,31.06,1228.16,0.5429999999999999,951.048,1234.0308906725634,942.15
31,31,25/3/2021,10:33:31:917,941.65,31.0,1220.76,0.542,950.898,1233.6044692408686,942.15
32,32,25/3/2021,10:33:31:980,942.65,30.95,1229.06,0.542,951.048,1233.1967104092564,942.15
33,33,25/3/2021,10:33:32:90,942.15,31.04,1262.66,0.542,951.048,1232.8070548012342,942.15
34,34,25/3/2021,10:33:32:199,941.65,31.0,1221.46,0.542,951.048,1232.4349687587523,942.15
35,35,25/3/2021,10:33:32:309,941.15,31.06,1261.06,0.542,950.898,1232.080050110443,942.15
36,36,25/3/2021,10:33:32:418,943.55,31.0,1220.16,0.542,951.048,1231.742046661364,942.15
37,37,25/3/2021,10:33:32:527,941.65,31.1,1220.46,0.542,951.048,1231.4208062350974,942.15
38,38,25/3/2021,10:33:32:652,942.15,31.02,1222.06,0.542,951.048,1231.11615963804,942.15
39,39,25/3/2021,10:33:32:746,943.15,31.08,1226.56,0.542,951.048,1230.8278171149789,942.15
40,40,25/3/2021,10:33:32:902,941.65,31.0,1241.86,0.542,951.048,1230.555376226853,942.15
41,41,25/3/2021,10:33:32:964,941.65,31.06,1220.46,0.542,951.048,1230.2983980436693,942.15
42,42,25/3/2021,10:33:33:75,941.65,31.1,1238.16,0.541,951.048,1230.0564538283534,942.15
43,43,25/3/2021,10:33:33:184,942.15,30.97,1215.66,0.541,951.048,1229.8291150051175,942.15
44,44,25/3/2021,10:33:33:293,943.55,30.95,1235.46,0.541,951.048,1229.6159234832885,942.15
45,45,25/3/2021,10:33:33:402,942.15,31.0,1238.16,0.541,950.898,1229.4163915998402,942.15
46,46,25/3/2021,10:33:33:512,943.55,31.04,1238.46,0.541,951.048,1229.2300616317439,942.15
47,47,25/3/2021,10:33:33:652,942.15,30.97,1231.76,0.541,951.048,1229.0565746535651,942.15
48,48,25/3/2021,10:33:33:731,942.15,31.02,1226.86,0.541,951.048,1228.8956741308828,942.15
49,49,25/3/2021,10:33:33:840,942.65,31.12,1221.76,0.542,951.048,1228.747149131973,942.15
50,50,25/3/2021,10:33:33:949,942.65,30.93,1237.26,0.542,951.048,1228.6107775377898,942.15
51,51,25/3/2021,10:33:34:59,946.05,31.1,1217.16,0.542,951.048,1228.486313730979,942.15
52,52,25/3/2021,10:33:34:168,942.65,31.12,1218.66,0.542,951.048,1228.3734798018284,942.15
53,53,25/3/2021,10:33:34:278,942.65,31.04,1237.26,0.542,951.048,1228.2719293557325,942.15
54,54,25/3/2021,10:33:34:403,942.15,31.06,1245.56,0.542,951.048,1228.1812754167725,942.15
55,55,25/3/2021,10:33:34:496,941.65,31.0,1224.46,0.542,951.048,1228.101198916404,942.15
56,56,25/3/2021,10:33:34:652,941.65,31.04,1223.86,0.542,951.048,1228.0314898083695,942.15
57,57,25/3/2021,10:33:34:715,942.15,31.1,1229.66,0.542,951.048,1227.9719786783785,942.15
58,58,25/3/2021,10:33:34:824,941.15,31.18,1223.26,0.542,951.048,1227.9224764823489,942.15
59,59,25/3/2021,10:33:34:934,942.15,31.14,1219.26,0.542,951.198,1227.8827576272881,942.15
60,60,25/3/2021,10:33:35:43,941.15,31.08,1218.06,0.542,951.198,1227.8525285582718,942.15
61,61,25/3/2021,10:33:35:152,941.65,31.12,1220.16,0.542,951.048,1227.8313830257478,942.15
62,62,25/3/2021,10:33:35:262,941.65,31.08,1222.06,0.542,951.048,1227.818783735758,942.15
63,63,25/3/2021,10:33:35:418,941.65,31.02,1225.66,0.5429999999999999,951.048,1227.8140773147245,942.15
64,64,25/3/2021,10:33:35:480,942.15,31.0,1243.96,0.542,951.048,1227.8165445478023,942.15
65,65,25/3/2021,10:33:35:590,942.15,31.04,1257.76,0.542,951.048,1227.8255158445613,942.15
66,66,25/3/2021,10:33:35:699,942.65,31.02,1219.56,0.5429999999999999,951.048,1227.8405107815754,942.15
67,67,25/3/2021,10:33:35:809,942.15,31.1,1258.66,0.542,951.048,1227.8612827357856,942.15
68,68,25/3/2021,10:33:35:918,941.65,30.95,1220.16,0.5429999999999999,951.048,1227.8877817833138,942.15
69,69,25/3/2021,10:33:36:27,942.65,31.04,1218.36,0.5429999999999999,951.048,1227.920095658237,942.15
70,70,25/3/2021,10:33:36:152,942.15,31.08,1217.76,0.5429999999999999,951.048,1227.9583317083793,942.15
71,71,25/3/2021,10:33:36:246,941.65,31.04,1217.46,0.5429999999999999,951.048,1228.0024911523005,942.15
72,72,25/3/2021,10:33:36:418,942.15,31.14,1233.96,0.542,951.048,1228.0524353198932,942.15
73,73,25/3/2021,10:33:36:465,942.15,31.12,1218.36,0.542,951.048,1228.1079282708752,942.15
74,74,25/3/2021,10:33:36:574,947.45,31.02,1232.06,0.542,951.048,1228.16868332279,942.15
75,75,25/3/2021,10:33:36:684,942.15,30.99,1236.06,0.542,950.898,1228.2343923262476,942.15
76,76,25/3/2021,10:33:36:793,942.15,31.08,1234.26,0.542,951.048,1228.3047739755216,942.15
77,77,25/3/2021,10:33:36:902,942.15,30.97,1237.56,0.542,951.048,1228.3796306249076,942.15
78,78,25/3/2021,10:33:37:12,942.15,31.02,1237.56,0.542,950.898,1228.4588785013632,942.15
79,79,25/3/2021,10:33:37:152,942.15,31.02,1218.66,0.542,951.048,1228.5425442935934,942.15
80,80,25/3/2021,10:33:37:231,944.05,31.12,1220.46,0.542,951.048,1228.630703051832,942.15
81,81,25/3/2021,10:33:37:340,942.65,31.02,1222.66,0.542,951.048,1228.7233786615109,942.15
82,82,25/3/2021,10:33:37:449,941.65,30.99,1223.86,0.542,951.048,1228.8204890168365,942.15
83,83,25/3/2021,10:33:37:559,942.15,30.91,1223.26,0.542,951.048,1228.9218501347625,942.15
84,84,25/3/2021,10:33:37:668,941.65,30.97,1226.26,0.542,951.048,1229.0271925877867,942.15
85,85,25/3/2021,10:33:37:778,942.65,30.99,1227.86,0.542,951.048,1229.136176505556,942.15
86,86,25/3/2021,10:33:37:902,943.55,31.04,1228.16,0.542,951.048,1229.24841285481,942.15
87,87,25/3/2021,10:33:37:996,942.65,31.06,1242.46,0.542,951.048,1229.363497342732,942.15
88,88,25/3/2021,10:33:38:168,943.15,31.0,1242.76,0.542,951.048,1229.4810756766674,942.15
89,89,25/3/2021,10:33:38:215,941.15,31.02,1240.96,0.542,951.048,1229.6009276037041,942.15
90,90,25/3/2021,10:33:38:324,941.65,31.02,1224.16,0.542,951.048,1229.7229995081302,942.15
91,91,25/3/2021,10:33:38:433,944.55,30.99,1224.16,0.542,951.048,1229.8473415806416,942.15
