,index,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
0,0,17/2/2021,13:31:9:667,329.62,31.22,500.43,0.546,931.947,499.62777675960024,329.62
1,1,17/2/2021,13:31:9:807,329.62,31.0,466.32,0.546,931.947,498.7181275466027,329.62
2,2,17/2/2021,13:31:9:870,329.62,31.04,481.82,0.546,931.947,497.8060880108917,329.62
3,3,17/2/2021,13:31:9:979,329.62,31.1,494.92,0.546,931.797,496.8943725701069,329.62
4,4,17/2/2021,13:31:10:88,329.62,31.08,464.12,0.546,931.947,495.9854376850025,329.62
5,5,17/2/2021,13:31:10:198,330.62,31.1,493.42,0.546,931.947,495.08150834842695,329.62
6,6,17/2/2021,13:31:10:307,329.62,30.97,481.82,0.546,931.947,494.18458123105455,329.62
7,7,17/2/2021,13:31:10:447,330.12,31.02,482.72,0.546,931.947,493.29645847503053,329.62
8,8,17/2/2021,13:31:10:541,331.12,31.1,482.12,0.546,931.947,492.4187809897087,329.62
9,9,17/2/2021,13:31:10:635,329.62,30.97,482.12,0.546,931.947,491.5530285461038,329.62
10,10,17/2/2021,13:31:10:791,329.62,31.06,482.12,0.547,931.947,490.7005221480242,329.62
11,11,17/2/2021,13:31:10:854,329.62,31.2,504.73,0.546,931.947,489.8624581227917,329.62
12,12,17/2/2021,13:31:10:963,330.62,31.06,504.43,0.546,931.947,489.0400087509874,329.62
13,13,17/2/2021,13:31:11:72,329.62,31.02,476.62,0.546,931.947,488.2344393596289,329.62
14,14,17/2/2021,13:31:11:182,330.12,31.06,482.72,0.546,931.947,487.4471050537623,329.62
15,15,17/2/2021,13:31:11:291,329.62,31.12,484.92,0.546,931.947,486.6793473545017,329.62
16,16,17/2/2021,13:31:11:401,330.12,31.06,484.02,0.546,931.797,485.9324410866718,329.62
17,17,17/2/2021,13:31:11:541,330.12,31.14,481.52,0.546,931.947,485.2076099495897,329.62
18,18,17/2/2021,13:31:11:619,329.62,31.1,486.72,0.546,931.797,484.5060427479621,329.62
19,19,17/2/2021,13:31:11:729,329.62,31.02,480.02,0.546,931.947,483.8289024509437,329.62
20,20,17/2/2021,13:31:11:838,329.62,31.06,474.22,0.546,931.947,483.17732513460885,329.62
21,21,17/2/2021,13:31:11:947,330.12,31.1,468.12,0.546,931.947,482.5523806014223,329.62
22,22,17/2/2021,13:31:12:56,329.12,31.02,463.82,0.546,931.947,481.9549995361463,329.62
23,23,17/2/2021,13:31:12:166,330.62,31.02,463.82,0.546,931.947,481.38590161272725,329.62
24,24,17/2/2021,13:31:12:291,329.62,31.06,479.42,0.545,931.947,480.84556540632224,329.62
25,25,17/2/2021,13:31:12:385,329.62,30.97,464.12,0.546,931.947,480.3342604847638,329.62
26,26,17/2/2021,13:31:12:556,329.62,31.12,466.62,0.546,931.947,479.8520856853387,329.62
