,index,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
0,0,11/2/2021,9:50:7:801,390.72,30.24,572.23,0.551,936.997,568.5874979981404,390.72
1,1,11/2/2021,9:50:7:892,391.22,30.38,574.33,0.552,936.997,568.3500733239572,390.72
2,2,11/2/2021,9:50:8:37,391.22,30.28,556.63,0.5529999999999999,936.997,568.1062273256966,390.72
3,3,11/2/2021,9:50:8:110,391.22,30.4,574.63,0.552,936.997,567.8568393871045,390.72
4,4,11/2/2021,9:50:8:280,391.22,30.34,572.23,0.552,936.997,567.6027795524355,390.72
5,5,11/2/2021,9:50:8:327,391.22,30.38,572.83,0.552,936.997,567.3449419654061,390.72
6,6,11/2/2021,9:50:8:437,391.22,30.38,551.73,0.552,936.997,567.084269504972,390.72
7,7,11/2/2021,9:50:8:546,391.62,30.32,554.23,0.551,936.997,566.8216896232087,390.72
8,8,11/2/2021,9:50:8:657,390.72,30.32,570.03,0.551,936.997,566.5580200885254,390.72
9,9,11/2/2021,9:50:8:768,390.72,30.28,573.43,0.551,936.997,566.2939709312766,390.72
10,10,11/2/2021,9:50:8:877,390.72,30.32,574.33,0.551,936.997,566.0302443346642,390.72
11,11,11/2/2021,9:50:9:18,390.72,30.42,552.33,0.5529999999999999,937.147,565.76760478275,390.72
12,12,11/2/2021,9:50:9:96,392.62,30.26,574.33,0.5529999999999999,936.997,565.5068527385617,390.72
13,13,11/2/2021,9:50:9:205,391.62,30.36,554.53,0.555,936.997,565.2487733354086,390.72
14,14,11/2/2021,9:50:9:315,391.62,30.26,553.93,0.555,936.847,564.9941063995266,390.72
15,15,11/2/2021,9:50:9:425,390.72,30.26,554.53,0.5539999999999999,936.847,564.7434972165206,390.72
16,16,11/2/2021,9:50:9:534,392.12,30.28,574.33,0.5529999999999999,936.847,564.4974628512588,390.72
17,17,11/2/2021,9:50:9:643,391.22,30.3,552.93,0.552,936.847,564.2564342894543,390.72
18,18,11/2/2021,9:50:9:768,391.62,30.36,573.73,0.551,936.847,564.0208146997193,390.72
19,19,11/2/2021,9:50:9:862,390.72,30.18,574.93,0.551,936.847,563.7910181102523,390.72
20,20,11/2/2021,9:50:10:18,391.62,30.26,534.03,0.551,936.997,563.5674954187214,390.72
21,21,11/2/2021,9:50:10:79,391.22,30.32,574.33,0.551,936.847,563.3506850121921,390.72
22,22,11/2/2021,9:50:10:189,391.22,30.22,572.83,0.551,936.997,563.1409576320799,390.72
23,23,11/2/2021,9:50:10:296,391.22,30.38,556.03,0.551,936.997,562.9386749609027,390.72
24,24,11/2/2021,9:50:10:409,391.22,30.3,547.13,0.552,936.997,562.7442272255851,390.72
25,25,11/2/2021,9:50:10:522,390.72,30.34,537.13,0.5529999999999999,937.147,562.5579270119224,390.72
26,26,11/2/2021,9:50:10:626,391.22,30.4,542.63,0.5539999999999999,936.997,562.3798595532821,390.72
27,27,11/2/2021,9:50:10:766,391.22,30.3,574.03,0.555,936.847,562.2098280903309,390.72
28,28,11/2/2021,9:50:10:843,390.72,30.36,540.43,0.555,936.847,562.0474308773646,390.72
