Unnamed: 0,index,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
32,32,27/1/2021,11:27:58:994,277.81,31.32,437.92,0.5529999999999999,941.897,409.27859147349136,278.31
33,33,27/1/2021,11:27:59:41,278.31,31.33,407.02,0.5529999999999999,942.047,408.92900168447403,278.31
34,34,27/1/2021,11:27:59:151,278.31,31.35,396.12,0.5529999999999999,941.897,408.6123002875104,278.31
35,35,27/1/2021,11:27:59:260,278.31,31.33,396.72,0.5529999999999999,942.047,408.3276403694557,278.31
36,36,27/1/2021,11:27:59:370,277.81,31.3,396.42,0.5529999999999999,942.047,408.0740657430738,278.31
37,37,27/1/2021,11:27:59:479,278.31,31.35,429.02,0.552,941.897,407.85047686966146,278.31
38,38,27/1/2021,11:27:59:588,278.31,31.33,397.62,0.5529999999999999,942.047,407.6557213404846,278.31
39,39,27/1/2021,11:27:59:744,278.81,31.32,400.02,0.5529999999999999,942.047,407.48866740686964,278.31
40,40,27/1/2021,11:27:59:807,278.81,31.35,397.32,0.5529999999999999,942.047,407.3481568942134,278.31
41,41,27/1/2021,11:27:59:916,278.31,31.39,434.82,0.552,941.897,407.23295719620216,278.31
42,42,27/1/2021,11:28:0:26,278.31,31.35,403.12,0.5529999999999999,941.897,407.14184179968015,278.31
43,43,27/1/2021,11:28:0:135,278.81,31.32,399.12,0.5529999999999999,942.047,407.0736757790218,278.31
44,44,27/1/2021,11:28:0:244,277.81,31.37,397.32,0.5529999999999999,942.047,407.02735802179365,278.31
45,45,27/1/2021,11:28:0:354,278.81,31.24,397.32,0.5529999999999999,942.047,407.00170476870176,278.31
46,46,27/1/2021,11:28:0:479,278.31,31.37,396.72,0.5529999999999999,942.047,406.9953927011213,278.31
47,47,27/1/2021,11:28:0:572,279.31,31.37,397.62,0.5529999999999999,941.897,407.0069469645293,278.31
48,48,27/1/2021,11:28:0:728,278.31,31.33,399.72,0.552,942.047,407.0347415711311,278.31
49,49,27/1/2021,11:28:0:791,278.31,31.32,416.82,0.552,941.897,407.07702703036085,278.31
50,50,27/1/2021,11:28:0:901,277.81,31.32,432.72,0.552,941.897,407.1320273685295,278.31
51,51,27/1/2021,11:28:1:10,278.31,31.33,410.72,0.552,941.897,407.19808920252495,278.31
52,52,27/1/2021,11:28:1:119,278.31,31.39,433.32,0.552,941.897,407.27377891936135,278.31
53,53,27/1/2021,11:28:1:228,278.81,31.24,415.32,0.5529999999999999,942.047,407.35790223677583,278.31
54,54,27/1/2021,11:28:1:338,278.81,31.33,397.62,0.5529999999999999,942.047,407.4494774765656,278.31
55,55,27/1/2021,11:28:1:494,278.31,31.37,438.22,0.5529999999999999,941.897,407.5476661783893,278.31
56,56,27/1/2021,11:28:1:557,278.31,31.45,397.32,0.5529999999999999,942.047,407.6517384169725,278.31
57,57,27/1/2021,11:28:1:666,278.81,31.32,415.92,0.5529999999999999,942.047,407.76108083412817,278.31
58,58,27/1/2021,11:28:1:775,278.31,31.35,398.82,0.5529999999999999,942.047,407.87515268820886,278.31
59,59,27/1/2021,11:28:1:885,278.31,31.33,415.92,0.5529999999999999,942.047,407.9934229960477,278.31
60,60,27/1/2021,11:28:1:994,279.31,31.35,422.92,0.5529999999999999,941.897,408.1153749017497,278.31
61,61,27/1/2021,11:28:2:103,278.81,31.37,416.52,0.5529999999999999,941.897,408.2405764027501,278.31
62,62,27/1/2021,11:28:2:228,278.81,31.39,407.72,0.5529999999999999,942.047,408.3687358994736,278.31
63,63,27/1/2021,11:28:2:322,278.81,31.28,416.82,0.5529999999999999,942.047,408.49968132148575,278.31
64,64,27/1/2021,11:28:2:478,279.31,31.35,434.82,0.552,941.897,408.6333415474407,278.31
65,65,27/1/2021,11:28:2:541,278.31,31.41,397.62,0.5529999999999999,942.047,408.76979098493416,278.31
66,66,27/1/2021,11:28:2:650,278.81,31.3,397.02,0.5529999999999999,942.047,408.90923402387915,278.31
67,67,27/1/2021,11:28:2:759,278.31,31.33,396.72,0.5529999999999999,942.047,409.0518616714818,278.31
68,68,27/1/2021,11:28:2:869,278.31,31.39,415.32,0.5529999999999999,942.047,409.1977352559728,278.31
69,69,27/1/2021,11:28:2:978,278.81,31.26,415.02,0.5529999999999999,942.047,409.34681609498114,278.31
70,70,27/1/2021,11:28:3:88,278.81,31.37,397.62,0.5529999999999999,942.047,409.49905217335197,278.31
71,71,27/1/2021,11:28:3:228,279.31,31.35,413.52,0.5529999999999999,942.047,409.65439395893736,278.31
72,72,27/1/2021,11:28:3:306,279.31,31.35,415.32,0.5529999999999999,942.047,409.8127709591365,278.31
73,73,27/1/2021,11:28:3:416,278.31,31.33,419.92,0.5529999999999999,941.897,409.9741256785978,278.31
74,74,27/1/2021,11:28:3:525,278.81,31.37,401.92,0.5539999999999999,941.897,410.1384671344488,278.31
75,75,27/1/2021,11:28:3:634,279.31,31.3,398.52,0.5539999999999999,942.047,410.30584424641745,278.31
76,76,27/1/2021,11:28:3:743,278.81,31.37,397.02,0.5539999999999999,941.897,410.4762429058662,278.31
77,77,27/1/2021,11:28:3:853,278.81,31.35,397.62,0.5539999999999999,942.047,410.64949245906126,278.31
78,78,27/1/2021,11:28:3:978,279.31,31.39,432.42,0.5539999999999999,941.897,410.8252597330011,278.31
79,79,27/1/2021,11:28:4:71,278.31,31.24,416.22,0.5539999999999999,942.047,411.0031606479977,278.31
80,80,27/1/2021,11:28:4:243,278.31,31.39,415.32,0.5539999999999999,942.047,411.1828979313617,278.31
81,81,27/1/2021,11:28:4:290,278.81,31.39,399.12,0.5529999999999999,942.047,411.364280581908,278.31
82,82,27/1/2021,11:28:4:400,278.31,31.45,426.32,0.5529999999999999,941.897,411.5471498642483,278.31
83,83,27/1/2021,11:28:4:509,278.31,31.3,397.62,0.5529999999999999,941.897,411.7313404881141,278.31
84,84,27/1/2021,11:28:4:618,279.81,31.37,434.52,0.5529999999999999,941.897,411.9166968731059,278.31
85,85,27/1/2021,11:28:4:728,278.31,31.39,400.02,0.5529999999999999,942.047,412.10310295042717,278.31
86,86,27/1/2021,11:28:4:837,277.81,31.35,397.32,0.5529999999999999,942.047,412.2904725410519,278.31
87,87,27/1/2021,11:28:4:977,278.31,31.35,396.42,0.5529999999999999,942.047,412.47864910512857,278.31
88,88,27/1/2021,11:28:5:56,277.81,31.39,415.02,0.5529999999999999,942.047,412.66730303846566,278.31
89,89,27/1/2021,11:28:5:165,278.31,31.37,415.02,0.5529999999999999,942.047,412.85595185476507,278.31
90,90,27/1/2021,11:28:5:274,278.81,31.37,414.42,0.5529999999999999,942.047,413.04405936680763,278.31
91,91,27/1/2021,11:28:5:384,277.81,31.26,415.32,0.5529999999999999,941.897,413.2311029734423,278.31
92,92,27/1/2021,11:28:5:493,278.81,31.35,417.12,0.5529999999999999,941.897,413.4165906256728,278.31
93,93,27/1/2021,11:28:5:603,277.81,31.35,431.52,0.5529999999999999,941.897,413.60008190567413,278.31
94,94,27/1/2021,11:28:5:727,279.31,31.32,407.02,0.5529999999999999,941.897,413.78123088050796,278.31
95,95,27/1/2021,11:28:5:821,278.31,31.3,434.52,0.5529999999999999,941.897,413.9598066502133,278.31
96,96,27/1/2021,11:28:5:977,278.31,31.33,434.82,0.5529999999999999,941.897,414.1357126635682,278.31
97,97,27/1/2021,11:28:6:40,278.81,31.35,397.62,0.5529999999999999,942.047,414.3090282139283,278.31
98,98,27/1/2021,11:28:6:149,278.81,31.32,416.52,0.5529999999999999,941.897,414.4799641425377,278.31
99,99,27/1/2021,11:28:6:258,278.31,31.41,416.22,0.5529999999999999,942.047,414.64874386766974,278.31
100,100,27/1/2021,11:28:6:368,278.31,31.41,415.62,0.5539999999999999,941.897,414.8155647240023,278.31
101,101,27/1/2021,11:28:6:493,278.31,31.37,396.72,0.5539999999999999,942.047,414.9806102503129,278.31
102,102,27/1/2021,11:28:6:587,277.81,31.35,415.32,0.5529999999999999,941.897,415.1440057411463,278.31
103,103,27/1/2021,11:28:6:727,279.31,31.33,413.52,0.5529999999999999,942.047,415.30577324141854,278.31
104,104,27/1/2021,11:28:6:805,277.81,31.32,415.32,0.5529999999999999,941.897,415.46585825748815,278.31
105,105,27/1/2021,11:28:6:915,277.81,31.33,413.82,0.552,941.897,415.6241763918408,278.31
106,106,27/1/2021,11:28:7:24,277.81,31.3,433.62,0.552,941.897,415.7806459588914,278.31
107,107,27/1/2021,11:28:7:133,278.81,31.37,397.02,0.552,941.897,415.93522355445987,278.31
108,108,27/1/2021,11:28:7:243,277.81,31.3,415.02,0.5529999999999999,942.047,416.0878881541035,278.31
109,109,27/1/2021,11:28:7:352,277.81,31.41,415.32,0.5529999999999999,942.047,416.23857081499136,278.31
110,110,27/1/2021,11:28:7:477,278.31,31.37,415.32,0.5529999999999999,941.897,416.38713532247397,278.31
111,111,27/1/2021,11:28:7:571,278.31,31.43,414.72,0.5529999999999999,941.897,416.5334115382472,278.31
112,112,27/1/2021,11:28:7:727,279.81,31.32,414.42,0.5529999999999999,941.897,416.67720917684056,278.31
113,113,27/1/2021,11:28:7:789,278.81,31.37,415.62,0.5539999999999999,941.897,416.8183123055909,278.31
114,114,27/1/2021,11:28:7:899,278.81,31.39,428.72,0.5539999999999999,941.897,416.9564904648336,278.31
115,115,27/1/2021,11:28:8:8,278.81,31.35,416.52,0.5539999999999999,941.897,417.09154094465777,278.31
116,116,27/1/2021,11:28:8:118,279.81,31.37,421.42,0.5539999999999999,941.897,417.2233248647032,278.31
117,117,27/1/2021,11:28:8:242,278.31,31.39,416.52,0.5539999999999999,941.897,417.3517602883242,278.31
118,118,27/1/2021,11:28:8:336,279.31,31.41,416.52,0.5539999999999999,941.897,417.4767949044523,278.31
119,119,27/1/2021,11:28:8:477,278.81,31.41,423.82,0.5539999999999999,941.897,417.5983896856649,278.31
120,120,27/1/2021,11:28:8:555,278.81,31.39,416.22,0.5529999999999999,941.897,417.71652366727585,278.31
121,121,27/1/2021,11:28:8:664,279.31,31.37,415.62,0.5529999999999999,941.897,417.83119975534134,278.31
122,122,27/1/2021,11:28:8:773,278.81,31.35,414.72,0.5529999999999999,941.897,417.9424236681959,278.31
123,123,27/1/2021,11:28:8:883,278.31,31.3,424.42,0.5529999999999999,941.897,418.0501820540923,278.31
124,124,27/1/2021,11:28:8:992,278.31,31.35,399.72,0.5529999999999999,941.897,418.1544394875654,278.31
125,125,27/1/2021,11:28:9:102,278.31,31.3,429.02,0.552,941.897,418.25512166975335,278.31
126,126,27/1/2021,11:28:9:242,278.31,31.33,402.22,0.552,941.897,418.3520943920178,278.31
127,127,27/1/2021,11:28:9:320,278.31,31.3,420.82,0.552,941.747,418.4451601125396,278.31
128,128,27/1/2021,11:28:9:492,278.31,31.41,438.22,0.552,941.897,418.5340793657715,278.31
129,129,27/1/2021,11:28:9:539,278.81,31.3,415.62,0.5529999999999999,941.897,418.61864802452317,278.31
130,130,27/1/2021,11:28:9:649,278.31,31.24,415.92,0.5529999999999999,941.897,418.6987562894684,278.31
131,131,27/1/2021,11:28:9:758,279.31,31.37,415.92,0.5529999999999999,941.897,418.7743423079963,278.31
132,132,27/1/2021,11:28:9:867,278.31,31.43,415.32,0.5529999999999999,941.897,418.84532089274916,278.31
133,133,27/1/2021,11:28:9:976,278.81,31.37,421.72,0.5529999999999999,941.897,418.9115653712044,278.31
134,134,27/1/2021,11:28:10:86,278.81,31.35,423.52,0.5539999999999999,941.897,418.97292998546203,278.31
135,135,27/1/2021,11:28:10:242,278.81,31.35,417.72,0.5539999999999999,941.897,419.02928533852105,278.31
136,136,27/1/2021,11:28:10:304,278.31,31.28,429.02,0.5529999999999999,941.897,419.08054074904857,278.31
137,137,27/1/2021,11:28:10:414,279.31,31.43,418.32,0.5539999999999999,941.897,419.12665634506783,278.31
138,138,27/1/2021,11:28:10:523,279.31,31.41,434.52,0.5529999999999999,941.897,419.1676615767632,278.31
139,139,27/1/2021,11:28:10:633,279.81,31.35,416.82,0.5529999999999999,941.897,419.20367624738935,278.31
140,140,27/1/2021,11:28:10:742,278.31,31.32,416.22,0.5529999999999999,941.897,419.23490431278384,278.31
141,141,27/1/2021,11:28:10:851,278.31,31.37,415.92,0.5529999999999999,941.897,419.261579867294,278.31
142,142,27/1/2021,11:28:10:976,278.31,31.39,415.32,0.5529999999999999,941.897,419.2839081322296,278.31
143,143,27/1/2021,11:28:11:70,278.31,31.3,414.72,0.5529999999999999,941.897,419.302040751177,278.31
144,144,27/1/2021,11:28:11:242,278.31,31.33,417.12,0.552,941.897,419.3160701733476,278.31
145,145,27/1/2021,11:28:11:289,278.31,31.37,420.22,0.552,941.897,419.3260356122665,278.31
146,146,27/1/2021,11:28:11:398,278.31,31.32,418.92,0.552,941.897,419.33194477241517,278.31
147,147,27/1/2021,11:28:11:507,278.81,31.43,415.92,0.5529999999999999,941.897,419.33379261588607,278.31
148,148,27/1/2021,11:28:11:617,278.31,31.35,418.32,0.5529999999999999,941.897,419.33155873423465,278.31
149,149,27/1/2021,11:28:11:741,278.31,31.39,416.52,0.5529999999999999,941.897,419.3251953227131,278.31
150,150,27/1/2021,11:28:11:835,281.81,31.41,416.82,0.5529999999999999,941.897,419.3146215583428,278.31
151,151,27/1/2021,11:28:11:976,278.31,31.35,431.82,0.5529999999999999,941.897,419.29973540432763,278.31
152,152,27/1/2021,11:28:12:54,278.81,31.43,415.92,0.5529999999999999,941.897,419.28045386369143,278.31
153,153,27/1/2021,11:28:12:163,278.81,31.39,415.92,0.5529999999999999,941.897,419.25673837686173,278.31
154,154,27/1/2021,11:28:12:273,278.31,31.33,420.52,0.5529999999999999,941.897,419.2285653740017,278.31
155,155,27/1/2021,11:28:12:382,278.81,31.26,439.12,0.5529999999999999,941.897,419.1959153309719,278.31
156,156,27/1/2021,11:28:12:491,277.81,31.37,414.72,0.5529999999999999,941.897,419.15883338965966,278.31
157,157,27/1/2021,11:28:12:601,278.31,31.3,437.92,0.5529999999999999,941.897,419.1174840978991,278.31
158,158,27/1/2021,11:28:12:736,278.31,31.35,434.52,0.5529999999999999,941.897,419.0721734450914,278.31
159,159,27/1/2021,11:28:12:814,278.31,31.3,400.32,0.5529999999999999,941.897,419.0233615997376,278.31
160,160,27/1/2021,11:28:12:924,277.81,31.37,429.02,0.5529999999999999,941.897,418.9716049930498,278.31
161,161,27/1/2021,11:28:13:33,277.81,31.41,415.92,0.5529999999999999,941.897,418.9174654888456,278.31
162,162,27/1/2021,11:28:13:142,277.81,31.35,415.02,0.5529999999999999,941.897,418.8614904114318,278.31
163,163,27/1/2021,11:28:13:267,277.81,31.28,414.12,0.5529999999999999,941.897,418.8042109478009,278.31
164,164,27/1/2021,11:28:13:376,277.81,31.35,418.62,0.5529999999999999,941.897,418.7461155115139,278.31
165,165,27/1/2021,11:28:13:501,277.81,31.26,429.92,0.5529999999999999,941.897,418.687657655476,278.31
166,166,27/1/2021,11:28:13:595,278.31,31.33,398.82,0.5529999999999999,941.897,418.6292926736831,278.31
167,167,27/1/2021,11:28:13:705,277.81,31.37,425.12,0.5529999999999999,941.897,418.57146563503716,278.31
168,168,27/1/2021,11:28:13:814,278.31,31.33,399.12,0.5529999999999999,942.047,418.51455601169715,278.31
169,169,27/1/2021,11:28:13:923,278.31,31.33,429.92,0.552,941.897,418.4588507804343,278.31
170,170,27/1/2021,11:28:14:32,279.31,31.33,415.62,0.5529999999999999,941.897,418.40457164359367,278.31
171,171,27/1/2021,11:28:14:142,278.81,31.39,415.62,0.5529999999999999,941.897,418.3519245678074,278.31
172,172,27/1/2021,11:28:14:267,279.31,31.41,423.82,0.5529999999999999,941.897,418.3011197467761,278.31
173,173,27/1/2021,11:28:14:352,278.31,31.35,420.82,0.5529999999999999,942.047,418.2523757375057,278.31
174,174,27/1/2021,11:28:14:512,279.31,31.33,397.02,0.5529999999999999,942.047,418.20591937362434,278.31
175,175,27/1/2021,11:28:14:575,278.81,31.33,417.12,0.5529999999999999,941.897,418.1619277093208,278.31
176,176,27/1/2021,11:28:14:684,277.81,31.32,417.12,0.552,941.897,418.1204641732705,278.31
177,177,27/1/2021,11:28:14:793,277.81,31.3,408.62,0.5529999999999999,941.897,418.081492812357,278.31
178,178,27/1/2021,11:28:14:898,278.31,31.3,418.62,0.5529999999999999,941.897,418.0449107361889,278.31
179,179,27/1/2021,11:28:15:11,278.31,31.37,399.42,0.5529999999999999,941.897,418.01053887482203,278.31
180,180,27/1/2021,11:28:15:121,278.81,31.37,435.42,0.5529999999999999,941.897,417.97810811553563,278.31
181,181,27/1/2021,11:28:15:283,278.31,31.35,418.02,0.5529999999999999,941.897,417.9473016848381,278.31
182,182,27/1/2021,11:28:15:338,278.31,31.35,421.72,0.5529999999999999,941.897,417.9178369056185,278.31
183,183,27/1/2021,11:28:15:448,278.31,31.35,418.62,0.5529999999999999,941.897,417.8894969895888,278.31
184,184,27/1/2021,11:28:15:557,278.81,31.35,417.12,0.5529999999999999,941.897,417.8621068218656,278.31
185,185,27/1/2021,11:28:15:666,278.81,31.43,416.22,0.5529999999999999,941.897,417.83550599662885,278.31
186,186,27/1/2021,11:28:15:775,278.31,31.35,415.92,0.5529999999999999,941.897,417.80952817776773,278.31
187,187,27/1/2021,11:28:15:885,278.31,31.37,416.52,0.5529999999999999,941.897,417.7839867871783,278.31
188,188,27/1/2021,11:28:16:10,278.31,31.33,414.42,0.5529999999999999,941.897,417.7586689741674,278.31
189,189,27/1/2021,11:28:16:104,278.81,31.37,438.22,0.5529999999999999,941.897,417.7333524995138,278.31
190,190,27/1/2021,11:28:16:260,278.31,31.32,416.22,0.5529999999999999,941.897,417.70786728819627,278.31
191,191,27/1/2021,11:28:16:322,278.31,31.41,419.62,0.5529999999999999,941.897,417.6821449846045,278.31
192,192,27/1/2021,11:28:16:432,278.31,31.39,422.32,0.5529999999999999,941.897,417.65619730736574,278.31
193,193,27/1/2021,11:28:16:541,278.81,31.39,419.62,0.5529999999999999,941.897,417.6300816298603,278.31
194,194,27/1/2021,11:28:16:651,278.81,31.43,436.62,0.5529999999999999,941.897,417.6039150399337,278.31
195,195,27/1/2021,11:28:16:760,278.31,31.37,417.12,0.5529999999999999,941.897,417.57792010138564,278.31
196,196,27/1/2021,11:28:16:869,278.31,31.35,416.82,0.5529999999999999,941.897,417.5524404764065,278.31
197,197,27/1/2021,11:28:17:10,278.31,31.43,418.02,0.5529999999999999,941.897,417.52789090179016,278.31
198,198,27/1/2021,11:28:17:88,277.81,31.33,415.92,0.5529999999999999,941.897,417.5046989634176,278.31
199,199,27/1/2021,11:28:17:197,278.31,31.39,418.62,0.5529999999999999,941.897,417.4832867488802,278.31
200,200,27/1/2021,11:28:17:307,277.81,31.37,416.52,0.5529999999999999,942.047,417.4640717913418,278.31
201,201,27/1/2021,11:28:17:416,278.31,31.39,402.52,0.5529999999999999,942.047,417.4474543304421,278.31
202,202,27/1/2021,11:28:17:525,278.31,31.39,419.62,0.5529999999999999,941.897,417.43377586307884,278.31
203,203,27/1/2021,11:28:17:635,277.81,31.37,418.02,0.5529999999999999,942.047,417.42329706403467,278.31
204,204,27/1/2021,11:28:17:759,277.81,31.33,416.82,0.5529999999999999,941.897,417.4162339886701,278.31
205,205,27/1/2021,11:28:17:853,278.81,31.39,416.22,0.5529999999999999,941.897,417.41279666446405,278.31
206,206,27/1/2021,11:28:18:9,278.31,31.41,398.82,0.5529999999999999,942.047,417.413173301022,278.31
207,207,27/1/2021,11:28:18:84,278.31,31.28,434.52,0.5529999999999999,941.897,417.41748752337736,278.31
208,208,27/1/2021,11:28:18:193,278.31,31.33,407.02,0.5539999999999999,942.047,417.425805485372,278.31
209,209,27/1/2021,11:28:18:308,279.31,31.41,418.32,0.5539999999999999,942.047,417.43817998620653,278.31
210,210,27/1/2021,11:28:18:410,278.31,31.28,417.72,0.5539999999999999,942.047,417.45465521708365,278.31
211,211,27/1/2021,11:28:18:528,278.81,31.41,422.92,0.5529999999999999,941.897,417.47526295886763,278.31
212,212,27/1/2021,11:28:18:637,279.31,31.35,420.22,0.5529999999999999,941.897,417.5000537317328,278.31
213,213,27/1/2021,11:28:18:762,279.81,31.41,437.02,0.5529999999999999,941.897,417.5291414378588,278.31
214,214,27/1/2021,11:28:18:856,278.31,31.43,416.82,0.5529999999999999,942.047,417.5627527176785,278.31
215,215,27/1/2021,11:28:19:12,279.31,31.39,398.22,0.5529999999999999,941.897,417.6012223976014,278.31
216,216,27/1/2021,11:28:19:75,278.31,31.37,415.92,0.5529999999999999,941.897,417.6448823555714,278.31
217,217,27/1/2021,11:28:19:175,278.31,31.28,415.32,0.5529999999999999,941.897,417.693958113812,278.31
218,218,27/1/2021,11:28:19:284,279.31,31.37,433.32,0.5539999999999999,941.897,417.74859468585487,278.31
219,219,27/1/2021,11:28:19:394,279.31,31.43,410.12,0.5539999999999999,941.897,417.80895081085913,278.31
220,220,27/1/2021,11:28:19:503,279.31,31.39,404.02,0.5539999999999999,942.047,417.87522189881554,278.31
221,221,27/1/2021,11:28:19:612,277.81,31.41,399.72,0.5539999999999999,941.897,417.9475449636172,278.31
222,222,27/1/2021,11:28:19:768,278.81,31.41,416.82,0.5539999999999999,941.897,418.0258888336814,278.31
223,223,27/1/2021,11:28:19:831,278.31,31.39,416.22,0.5539999999999999,941.897,418.1100475614331,278.31
224,224,27/1/2021,11:28:19:941,278.81,31.39,416.22,0.5529999999999999,941.897,418.1997142084599,278.31
225,225,27/1/2021,11:28:20:50,278.81,31.39,435.12,0.5539999999999999,941.897,418.29455697914113,278.31
226,226,27/1/2021,11:28:20:159,278.81,31.33,416.22,0.5539999999999999,941.897,418.3942874655307,278.31
227,227,27/1/2021,11:28:20:268,278.81,31.35,416.22,0.5539999999999999,941.897,418.4986954533682,278.31
228,228,27/1/2021,11:28:20:378,278.81,31.37,418.92,0.5539999999999999,941.897,418.6076131317381,278.31
229,229,27/1/2021,11:28:20:518,281.81,31.37,403.72,0.5539999999999999,941.897,418.7208538697036,278.31
230,230,27/1/2021,11:28:20:597,278.81,31.32,417.12,0.5539999999999999,941.897,418.8381616518132,278.31
231,231,27/1/2021,11:28:20:753,279.81,31.37,418.92,0.5539999999999999,941.897,418.9591849285428,278.31
232,232,27/1/2021,11:28:20:815,278.31,31.35,397.02,0.5539999999999999,941.897,419.0834822011721,278.31
233,233,27/1/2021,11:28:20:925,278.81,31.32,434.82,0.5529999999999999,941.747,419.2105195513205,278.31
234,234,27/1/2021,11:28:21:34,278.81,31.43,434.82,0.5529999999999999,941.747,419.3397081104014,278.31
235,235,27/1/2021,11:28:21:143,278.81,31.3,415.92,0.5529999999999999,941.897,419.47052117471327,278.31
236,236,27/1/2021,11:28:21:252,278.31,31.43,415.62,0.5529999999999999,941.897,419.6025442783535,278.31
237,237,27/1/2021,11:28:21:362,278.31,31.35,415.02,0.5529999999999999,941.897,419.7353976611206,278.31
238,238,27/1/2021,11:28:21:502,277.81,31.35,433.62,0.5529999999999999,941.897,419.86867451830557,278.31
239,239,27/1/2021,11:28:21:581,279.31,31.43,434.52,0.552,941.747,420.00198925980453,278.31
240,240,27/1/2021,11:28:21:690,278.81,31.37,414.72,0.5529999999999999,941.897,420.1350658502855,278.31
241,241,27/1/2021,11:28:21:799,278.31,31.37,424.72,0.5529999999999999,941.897,420.2677454845671,278.31
242,242,27/1/2021,11:28:21:909,278.81,31.43,415.32,0.5529999999999999,941.897,420.39992013745285,278.31
243,243,27/1/2021,11:28:22:18,278.31,31.35,415.02,0.552,941.897,420.5314756780219,278.31
244,244,27/1/2021,11:28:22:127,279.81,31.35,415.62,0.552,941.897,420.66225391408,278.31
245,245,27/1/2021,11:28:22:252,278.31,31.26,415.62,0.552,941.897,420.7920242052736,278.31
246,246,27/1/2021,11:28:22:346,278.31,31.35,430.22,0.552,941.897,420.9204888368032,278.31
247,247,27/1/2021,11:28:22:502,279.31,31.39,419.62,0.5529999999999999,941.747,421.0473296676653,278.31
248,248,27/1/2021,11:28:22:565,277.81,31.37,426.02,0.5529999999999999,941.897,421.17225704278883,278.31
249,249,27/1/2021,11:28:22:674,278.31,31.33,423.52,0.5529999999999999,941.897,421.29502527499534,278.31
