,index,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
0,0,5/2/2021,11:28:36:373,360.42,31.22,534.93,0.552,936.247,537.3206971322638,360.42
1,1,5/2/2021,11:28:36:513,359.92,31.18,514.23,0.552,936.397,536.7780753455006,360.42
2,2,5/2/2021,11:28:36:576,359.92,31.06,538.03,0.552,936.397,536.2394954174549,360.42
3,3,5/2/2021,11:28:36:686,357.52,31.2,538.03,0.552,936.247,535.7065197426178,360.42
4,4,5/2/2021,11:28:36:795,359.92,31.24,536.53,0.552,936.397,535.1806412720862,360.42
5,5,5/2/2021,11:28:36:904,359.92,31.22,520.33,0.552,936.247,534.6633428315188,360.42
6,6,5/2/2021,11:28:37:13,359.42,31.16,502.63,0.552,936.397,534.1560392836598,360.42
7,7,5/2/2021,11:28:37:123,359.92,31.2,519.73,0.552,936.247,533.6599325542247,360.42
8,8,5/2/2021,11:28:37:263,359.92,31.16,519.43,0.552,936.247,533.1759177105488,360.42
9,9,5/2/2021,11:28:37:342,359.92,31.22,519.43,0.552,936.247,532.7046047421976,360.42
10,10,5/2/2021,11:28:37:451,359.92,31.22,538.33,0.552,936.397,532.2463922400143,360.42
11,11,5/2/2021,11:28:37:561,359.92,31.22,538.03,0.552,936.247,531.8015637023171,360.42
12,12,5/2/2021,11:28:37:670,359.92,31.24,535.83,0.552,936.247,531.3704016819481,360.42
13,13,5/2/2021,11:28:37:779,359.42,31.22,534.63,0.552,936.247,530.9532569548436,360.42
14,14,5/2/2021,11:28:37:889,359.42,31.18,520.33,0.552,936.247,530.5505410055516,360.42
15,15,5/2/2021,11:28:38:14,359.92,31.26,501.03,0.552,936.247,530.1626420193585,360.42
16,16,5/2/2021,11:28:38:108,359.42,31.18,534.63,0.552,936.247,529.7897981231611,360.42
17,17,5/2/2021,11:28:38:264,358.92,31.2,519.13,0.552,936.247,529.4320494990233,360.42
18,18,5/2/2021,11:28:38:327,360.42,31.26,534.63,0.552,936.397,529.0893062361716,360.42
19,19,5/2/2021,11:28:38:436,361.42,31.22,498.02,0.552,936.397,528.7614002351727,360.42
20,20,5/2/2021,11:28:38:545,359.92,31.22,535.83,0.552,936.247,528.4480476124123,360.42
21,21,5/2/2021,11:28:38:655,358.92,31.24,534.63,0.552,936.247,528.1488312689794,360.42
22,22,5/2/2021,11:28:38:764,359.92,31.2,534.33,0.552,936.247,527.8632943674621,360.42
23,23,5/2/2021,11:28:38:874,360.42,31.24,533.43,0.552,936.247,527.591047741107,360.42
