,index,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
0,0,28/1/2021,12:12:27:872,277.41,31.2,423.82,0.5489999999999999,941.397,422.33675332816335,277.41
1,1,28/1/2021,12:12:27:934,277.41,31.26,399.42,0.5489999999999999,941.397,421.87863920780336,277.41
2,2,28/1/2021,12:12:28:28,277.81,31.3,409.52,0.5489999999999999,941.397,421.41880217370834,277.41
3,3,28/1/2021,12:12:28:137,277.41,31.28,433.32,0.5489999999999999,941.397,420.9579507551197,277.41
4,4,28/1/2021,12:12:28:246,277.41,31.28,433.02,0.5489999999999999,941.397,420.4966981164125,277.41
5,5,28/1/2021,12:12:28:403,277.41,31.24,431.52,0.5479999999999999,941.397,420.03572150006136,277.41
6,6,28/1/2021,12:12:28:466,277.81,31.26,425.12,0.5479999999999999,941.397,419.57585827612434,277.41
7,7,28/1/2021,12:12:28:606,277.41,31.26,413.82,0.5479999999999999,941.397,419.1180904035061,277.41
8,8,28/1/2021,12:12:28:684,277.41,31.26,435.12,0.5479999999999999,941.397,418.66348468832115,277.41
9,9,28/1/2021,12:12:28:783,277.41,31.22,414.42,0.5479999999999999,941.397,418.21317026814233,277.41
10,10,28/1/2021,12:12:28:892,276.91,31.32,413.52,0.5479999999999999,941.397,417.76833838245483,277.41
11,11,28/1/2021,12:12:29:2,277.41,31.35,432.12,0.5479999999999999,941.397,417.3302149602882,277.41
12,12,28/1/2021,12:12:29:111,276.91,31.2,394.82,0.5489999999999999,941.397,416.90003848656835,277.41
13,13,28/1/2021,12:12:29:220,277.81,31.33,418.92,0.5479999999999999,941.397,416.47902996069536,277.41
14,14,28/1/2021,12:12:29:348,277.41,31.26,414.72,0.5489999999999999,941.397,416.0683429311683,277.41
15,15,28/1/2021,12:12:29:442,277.81,31.2,414.42,0.5489999999999999,941.397,415.66906703317215,277.41
16,16,28/1/2021,12:12:29:598,278.31,31.26,397.92,0.5489999999999999,941.397,415.2822501902871,277.41
17,17,28/1/2021,12:12:29:660,277.41,31.3,414.42,0.5489999999999999,941.397,414.9088619209868,277.41
18,18,28/1/2021,12:12:29:817,277.41,31.3,415.02,0.5489999999999999,941.397,414.54976249862716,277.41
19,19,28/1/2021,12:12:29:879,277.41,31.24,413.12,0.5489999999999999,941.397,414.2057411542019,277.41
20,20,28/1/2021,12:12:29:989,276.91,31.3,412.22,0.5489999999999999,941.397,413.87756517590935,277.41
21,21,28/1/2021,12:12:30:100,277.81,31.33,415.92,0.5489999999999999,941.397,413.5659926847872,277.41
22,22,28/1/2021,12:12:30:209,277.81,31.32,403.42,0.5489999999999999,941.397,413.2717678990329,277.41
23,23,28/1/2021,12:12:30:350,277.41,31.26,414.42,0.5489999999999999,941.397,412.99560423977096,277.41
24,24,28/1/2021,12:12:30:428,277.41,31.32,401.92,0.5489999999999999,941.397,412.7381600461076,277.41
25,25,28/1/2021,12:12:30:537,276.91,31.16,437.32,0.5489999999999999,941.397,412.5000478541976,277.41
26,26,28/1/2021,12:12:30:646,277.81,31.26,408.02,0.5489999999999999,941.397,412.2819055157895,277.41
27,27,28/1/2021,12:12:30:756,278.31,31.26,399.72,0.5489999999999999,941.397,412.08444662958357,277.41
28,28,28/1/2021,12:12:30:865,276.91,31.26,394.82,0.5489999999999999,941.397,411.90838122835936,277.41
29,29,28/1/2021,12:12:30:974,277.41,31.3,395.12,0.5489999999999999,941.397,411.75427167119454,277.41
30,30,28/1/2021,12:12:31:115,277.41,31.28,418.92,0.5479999999999999,941.397,411.6224701342968,277.41
31,31,28/1/2021,12:12:31:194,277.41,31.28,398.52,0.5479999999999999,941.397,411.5131685139472,277.41
32,32,28/1/2021,12:12:31:350,277.81,31.3,402.82,0.5479999999999999,941.397,411.4264607599425,277.41
33,33,28/1/2021,12:12:31:600,277.41,31.28,418.32,0.547,941.397,411.36235023778136,277.41
34,34,28/1/2021,12:12:31:678,277.41,31.3,396.42,0.5479999999999999,941.397,411.32075898231795,277.41
