,Unnamed: 0,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Pressure_tmp
0,0,24/3/2021,10:26:7:330,739.94,32.12,1008.65,0.556,946.447,739.94
1,1,24/3/2021,10:26:7:423,739.94,32.19,991.25,0.556,946.447,739.94
2,2,24/3/2021,10:26:7:548,739.44,32.19,991.25,0.556,946.597,739.94
3,3,24/3/2021,10:26:7:642,740.44,32.16,992.45,0.555,946.447,739.94
4,4,24/3/2021,10:26:7:783,740.94,32.14,989.15,0.555,946.447,739.94
5,5,24/3/2021,10:26:7:861,739.94,32.08,990.35,0.555,946.447,739.94
6,6,24/3/2021,10:26:7:970,740.94,32.23,988.55,0.555,946.447,739.94
7,7,24/3/2021,10:26:8:79,739.94,32.04,983.95,0.555,946.447,739.94
8,8,24/3/2021,10:26:8:189,739.94,32.16,978.75,0.555,946.447,739.94
9,9,24/3/2021,10:26:8:298,739.94,32.16,981.85,0.555,946.447,739.94
10,10,24/3/2021,10:26:8:408,740.44,32.12,992.15,0.555,946.447,739.94
11,11,24/3/2021,10:26:8:549,739.94,32.17,970.85,0.555,946.447,739.94
12,12,24/3/2021,10:26:8:628,741.84,32.1,992.45,0.555,946.447,739.94
13,13,24/3/2021,10:26:8:784,741.84,32.16,972.35,0.555,946.447,739.94
14,14,24/3/2021,10:26:8:851,745.74,32.0,974.15,0.555,946.447,739.94
15,15,24/3/2021,10:26:8:961,740.94,32.16,976.35,0.555,946.447,739.94
16,16,24/3/2021,10:26:9:70,741.84,32.19,976.35,0.555,946.447,739.94
17,17,24/3/2021,10:26:9:179,742.34,32.12,974.75,0.555,946.447,739.94
18,18,24/3/2021,10:26:9:304,739.94,32.14,992.45,0.555,946.297,739.94
19,19,24/3/2021,10:26:9:398,740.44,32.14,987.35,0.555,946.297,739.94
20,20,24/3/2021,10:26:9:554,739.94,32.19,978.75,0.555,946.447,739.94
21,21,24/3/2021,10:26:9:617,740.44,32.06,988.85,0.555,946.297,739.94
22,22,24/3/2021,10:26:9:726,743.34,32.14,992.45,0.555,946.297,739.94
23,23,24/3/2021,10:26:9:835,741.84,32.21,1006.85,0.555,946.297,739.94
24,24,24/3/2021,10:26:9:945,741.34,32.08,973.25,0.555,946.447,739.94
25,25,24/3/2021,10:26:10:54,739.94,32.06,972.65,0.555,946.447,739.94
26,26,24/3/2021,10:26:10:163,741.34,32.16,973.85,0.555,946.447,739.94
27,27,24/3/2021,10:26:10:288,740.44,32.21,974.75,0.555,946.447,739.94
28,28,24/3/2021,10:26:10:382,742.84,32.17,974.15,0.555,946.447,739.94
29,29,24/3/2021,10:26:10:559,740.94,32.1,986.05,0.555,946.447,739.94
30,30,24/3/2021,10:26:10:606,740.44,32.12,991.85,0.555,946.447,739.94
31,31,24/3/2021,10:26:10:715,739.94,32.16,1008.35,0.555,946.447,739.94
32,32,24/3/2021,10:26:10:824,742.84,32.14,970.55,0.555,946.447,739.94
33,33,24/3/2021,10:26:10:934,741.84,32.17,1010.85,0.555,946.297,739.94
34,34,24/3/2021,10:26:11:59,740.44,32.16,971.45,0.555,946.447,739.94
35,35,24/3/2021,10:26:11:153,739.94,32.06,972.95,0.555,946.597,739.94
36,36,24/3/2021,10:26:11:309,739.94,32.12,1012.05,0.555,946.447,739.94
37,37,24/3/2021,10:26:11:371,739.94,32.14,990.95,0.555,946.447,739.94
38,38,24/3/2021,10:26:11:481,740.94,32.14,989.45,0.555,946.447,739.94
39,39,24/3/2021,10:26:11:590,739.94,32.12,987.95,0.555,946.447,739.94
40,40,24/3/2021,10:26:11:699,740.44,32.12,989.15,0.555,946.447,739.94
41,41,24/3/2021,10:26:11:809,740.94,32.19,992.45,0.555,946.447,739.94
42,42,24/3/2021,10:26:11:918,741.34,32.19,991.25,0.555,946.447,739.94
43,43,24/3/2021,10:26:12:59,741.84,32.14,991.85,0.555,946.447,739.94
44,44,24/3/2021,10:26:12:137,740.94,32.12,1011.45,0.555,946.447,739.94
45,45,24/3/2021,10:26:12:308,741.84,32.1,1012.65,0.555,946.447,739.94
46,46,24/3/2021,10:26:12:355,739.94,32.21,969.25,0.555,946.447,739.94
47,47,24/3/2021,10:26:12:465,740.44,32.14,988.85,0.555,946.597,739.94
48,48,24/3/2021,10:26:12:574,740.94,32.1,1001.65,0.555,946.447,739.94
49,49,24/3/2021,10:26:12:684,741.34,32.12,988.25,0.555,946.447,739.94
50,50,24/3/2021,10:26:12:793,739.94,32.14,1007.45,0.555,946.297,739.94
51,51,24/3/2021,10:26:12:903,739.94,32.17,989.75,0.555,946.447,739.94
52,52,24/3/2021,10:26:13:59,740.94,32.23,993.75,0.555,946.447,739.94
53,53,24/3/2021,10:26:13:121,740.44,32.12,991.25,0.555,946.447,739.94
54,54,24/3/2021,10:26:13:231,739.94,32.19,995.85,0.555,946.447,739.94
55,55,24/3/2021,10:26:13:340,739.94,32.27,991.85,0.555,946.447,739.94
56,56,24/3/2021,10:26:13:449,740.94,32.12,990.65,0.555,946.447,739.94
57,57,24/3/2021,10:26:13:559,740.44,32.16,990.35,0.555,946.447,739.94
58,58,24/3/2021,10:26:13:668,740.44,32.19,1007.75,0.555,946.447,739.94
59,59,24/3/2021,10:26:13:793,740.44,32.17,990.35,0.555,946.447,739.94
60,60,24/3/2021,10:26:13:887,739.94,32.1,990.65,0.555,946.297,739.94
61,61,24/3/2021,10:26:14:43,740.94,32.19,991.85,0.555,946.447,739.94
62,62,24/3/2021,10:26:14:105,739.94,32.17,973.85,0.555,946.447,739.94
63,63,24/3/2021,10:26:14:215,739.94,32.14,1012.65,0.555,946.297,739.94
64,64,24/3/2021,10:26:14:324,739.94,32.21,973.85,0.555,946.447,739.94
65,65,24/3/2021,10:26:14:433,739.94,32.12,995.25,0.555,946.447,739.94
66,66,24/3/2021,10:26:14:543,739.94,32.19,991.55,0.555,946.447,739.94
67,67,24/3/2021,10:26:14:652,740.94,32.17,990.95,0.555,946.297,739.94
68,68,24/3/2021,10:26:14:793,740.44,32.19,990.95,0.555,946.447,739.94
69,69,24/3/2021,10:26:14:871,740.44,32.16,991.55,0.555,946.447,739.94
70,70,24/3/2021,10:26:14:980,739.44,32.29,1008.65,0.555,946.447,739.94
71,71,24/3/2021,10:26:15:89,741.34,32.16,992.45,0.555,946.447,739.94
72,72,24/3/2021,10:26:15:199,742.84,32.17,1010.45,0.555,946.447,739.94
73,73,24/3/2021,10:26:15:308,742.84,32.12,975.05,0.555,946.447,739.94
74,74,24/3/2021,10:26:15:418,740.94,32.16,1011.75,0.555,946.447,739.94
75,75,24/3/2021,10:26:15:542,739.94,32.19,994.65,0.555,946.447,739.94
76,76,24/3/2021,10:26:15:636,741.34,32.16,1012.05,0.555,946.447,739.94
77,77,24/3/2021,10:26:15:793,739.94,32.19,993.15,0.555,946.447,739.94
78,78,24/3/2021,10:26:15:859,740.44,32.16,990.35,0.555,946.447,739.94
79,79,24/3/2021,10:26:15:953,739.94,32.17,990.65,0.555,946.447,739.94
80,80,24/3/2021,10:26:16:62,740.44,32.19,991.55,0.555,946.447,739.94
81,81,24/3/2021,10:26:16:172,739.94,32.1,991.25,0.555,946.447,739.94
82,82,24/3/2021,10:26:16:281,739.44,31.98,1008.05,0.555,946.447,739.94
83,83,24/3/2021,10:26:16:390,739.94,32.12,1005.95,0.555,946.447,739.94
84,84,24/3/2021,10:26:16:546,739.44,32.14,1001.05,0.555,946.447,739.94
85,85,24/3/2021,10:26:16:609,739.94,32.02,990.65,0.556,946.447,739.94
86,86,24/3/2021,10:26:16:718,740.44,32.21,1009.55,0.555,946.447,739.94
87,87,24/3/2021,10:26:16:828,739.44,32.14,990.05,0.555,946.447,739.94
88,88,24/3/2021,10:26:16:937,739.94,32.12,1012.05,0.555,946.297,739.94
89,89,24/3/2021,10:26:17:46,740.94,32.21,992.45,0.555,946.297,739.94
90,90,24/3/2021,10:26:17:156,739.94,32.12,992.75,0.555,946.447,739.94
91,91,24/3/2021,10:26:17:280,739.94,32.12,992.75,0.555,946.447,739.94
92,92,24/3/2021,10:26:17:374,739.94,32.06,1011.45,0.555,946.297,739.94
93,93,24/3/2021,10:26:17:546,739.44,32.04,1005.35,0.555,946.297,739.94
94,94,24/3/2021,10:26:17:593,739.94,32.21,992.75,0.555,946.447,739.94
95,95,24/3/2021,10:26:17:702,739.94,32.19,990.05,0.555,946.447,739.94
96,96,24/3/2021,10:26:17:812,740.94,32.14,986.95,0.555,946.447,739.94
97,97,24/3/2021,10:26:17:921,739.94,32.12,1008.95,0.555,946.447,739.94
98,98,24/3/2021,10:26:18:30,739.94,32.08,981.55,0.555,946.447,739.94
99,99,24/3/2021,10:26:18:140,740.94,32.04,1013.85,0.555,946.297,739.94
100,100,24/3/2021,10:26:18:280,741.84,32.14,993.15,0.555,946.297,739.94
101,101,24/3/2021,10:26:18:358,741.34,32.12,1011.75,0.555,946.447,739.94
102,102,24/3/2021,10:26:18:468,740.44,32.17,1012.35,0.555,946.447,739.94
103,103,24/3/2021,10:26:18:577,739.94,32.21,998.55,0.555,946.447,739.94
104,104,24/3/2021,10:26:18:687,741.34,32.17,1009.25,0.555,946.297,739.94
105,105,24/3/2021,10:26:18:796,739.94,32.14,991.55,0.555,946.447,739.94
106,106,24/3/2021,10:26:18:905,740.44,32.16,989.45,0.555,946.447,739.94
107,107,24/3/2021,10:26:19:30,740.44,32.23,982.15,0.555,946.447,739.94
108,108,24/3/2021,10:26:19:124,740.44,32.21,991.25,0.555,946.447,739.94
109,109,24/3/2021,10:26:19:280,740.44,32.12,1014.45,0.555,946.447,739.94
110,110,24/3/2021,10:26:19:343,739.94,32.0,1014.75,0.555,946.447,739.94
111,111,24/3/2021,10:26:19:452,742.34,32.19,1013.85,0.555,946.297,739.94
112,112,24/3/2021,10:26:19:561,740.44,32.21,1011.45,0.555,946.297,739.94
113,113,24/3/2021,10:26:19:671,739.44,32.08,1009.55,0.555,946.297,739.94
114,114,24/3/2021,10:26:19:796,739.94,32.21,986.05,0.555,946.447,739.94
115,115,24/3/2021,10:26:19:889,739.94,32.19,1008.35,0.555,946.297,739.94
116,116,24/3/2021,10:26:20:30,739.94,32.16,973.25,0.555,946.447,739.94
117,117,24/3/2021,10:26:20:108,739.94,32.06,990.05,0.555,946.447,739.94
118,118,24/3/2021,10:26:20:218,740.44,32.1,995.25,0.555,946.447,739.94
119,119,24/3/2021,10:26:20:327,739.94,32.19,981.55,0.555,946.447,739.94
120,120,24/3/2021,10:26:20:437,741.34,32.14,994.95,0.555,946.447,739.94
121,121,24/3/2021,10:26:20:546,739.44,32.08,1015.05,0.555,946.297,739.94
122,122,24/3/2021,10:26:20:656,742.34,32.19,1013.25,0.555,946.297,739.94
123,123,24/3/2021,10:26:20:780,740.44,32.08,1011.15,0.555,946.297,739.94
124,124,24/3/2021,10:26:20:874,741.34,32.04,1008.95,0.555,946.297,739.94
125,125,24/3/2021,10:26:21:30,739.94,32.19,972.05,0.555,946.447,739.94
126,126,24/3/2021,10:26:21:93,739.94,32.17,990.05,0.555,946.447,739.94
127,127,24/3/2021,10:26:21:202,739.44,32.23,1010.85,0.555,946.297,739.94
128,128,24/3/2021,10:26:21:311,740.94,32.19,973.85,0.555,946.447,739.94
129,129,24/3/2021,10:26:21:421,740.44,32.16,1013.85,0.555,946.297,739.94
130,130,24/3/2021,10:26:21:530,740.44,32.12,984.85,0.555,946.447,739.94
131,131,24/3/2021,10:26:21:640,740.44,32.21,994.95,0.555,946.297,739.94
132,132,24/3/2021,10:26:21:796,742.34,32.14,994.35,0.555,946.297,739.94
133,133,24/3/2021,10:26:21:858,740.94,32.21,1013.25,0.555,946.297,739.94
