,index,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
0,0,19/3/2021,10:47:54:485,285.71,30.61,412.22,0.551,937.897,418.6611621315143,285.71
1,1,19/3/2021,10:47:54:579,286.21,30.59,408.62,0.551,938.047,418.7741872450226,285.71
2,2,19/3/2021,10:47:54:719,287.61,30.51,414.72,0.551,937.897,418.8891820990487,285.71
3,3,19/3/2021,10:47:54:798,286.21,30.55,405.52,0.551,937.897,419.0060976072151,285.71
4,4,19/3/2021,10:47:54:907,285.71,30.63,405.22,0.551,937.897,419.1248790427592,285.71
5,5,19/3/2021,10:47:55:16,285.71,30.55,438.52,0.55,937.897,419.24546587042846,285.71
6,6,19/3/2021,10:47:55:126,285.71,30.65,427.52,0.55,937.897,419.367795285772,285.71
7,7,19/3/2021,10:47:55:235,286.21,30.55,423.82,0.55,937.897,419.49180784943167,285.71
8,8,19/3/2021,10:47:55:345,286.61,30.63,405.82,0.55,937.897,419.61744878286254,285.71
9,9,19/3/2021,10:47:55:469,285.71,30.63,408.62,0.55,938.047,419.7446637726278,285.71
10,10,19/3/2021,10:47:55:564,286.61,30.57,410.72,0.55,937.897,419.8733940319249,285.71
11,11,19/3/2021,10:47:55:719,285.71,30.61,430.52,0.55,937.897,420.0035749810111,285.71
12,12,19/3/2021,10:47:55:813,287.11,30.65,420.22,0.551,937.897,420.1351391754171,285.71
13,13,19/3/2021,10:47:55:892,285.71,30.55,410.12,0.551,937.897,420.2680193944685,285.71
14,14,19/3/2021,10:47:56:1,285.71,30.57,409.52,0.551,937.897,420.4021476897692,285.71
15,15,19/3/2021,10:47:56:110,286.21,30.59,411.02,0.551,938.047,420.5374519577498,285.71
16,16,19/3/2021,10:47:56:220,285.71,30.48,409.82,0.551,938.047,420.6738538577951,285.71
17,17,19/3/2021,10:47:56:329,286.61,30.63,433.62,0.551,937.897,420.8112693498204,285.71
18,18,19/3/2021,10:47:56:470,286.21,30.57,427.52,0.551,938.047,420.9496121254583,285.71
19,19,19/3/2021,10:47:56:548,286.21,30.59,430.52,0.551,937.897,421.0887982801688,285.71
20,20,19/3/2021,10:47:56:665,285.21,30.57,409.82,0.551,938.047,421.22874818717776,285.71
21,21,19/3/2021,10:47:56:774,285.71,30.63,421.42,0.551,937.897,421.3693842390053,285.71
22,22,19/3/2021,10:47:56:884,285.71,30.59,416.22,0.551,938.047,421.5106276492636,285.71
23,23,19/3/2021,10:47:56:993,285.71,30.51,424.12,0.551,938.047,421.6523974307933,285.71
24,24,19/3/2021,10:47:57:103,286.21,30.67,407.02,0.551,937.897,421.7946106673903,285.71
25,25,19/3/2021,10:47:57:227,285.71,30.55,426.32,0.551,937.897,421.93718198300553,285.71
26,26,19/3/2021,10:47:57:321,285.71,30.55,407.02,0.551,938.047,422.08002271236086,285.71
27,27,19/3/2021,10:47:57:477,285.71,30.61,404.62,0.551,938.047,422.22303982946914,285.71
28,28,19/3/2021,10:47:57:540,285.21,30.55,420.52,0.551,938.047,422.36613386418037,285.71
29,29,19/3/2021,10:47:57:649,285.71,30.63,448.22,0.551,937.897,422.5091995758774,285.71
30,30,19/3/2021,10:47:57:759,286.21,30.67,425.12,0.551,938.047,422.65213207714964,285.71
31,31,19/3/2021,10:47:57:870,285.21,30.51,410.72,0.551,938.047,422.794831603042,285.71
32,32,19/3/2021,10:47:57:979,285.21,30.67,425.72,0.551,938.047,422.93720122195776,285.71
33,33,19/3/2021,10:47:58:88,286.21,30.57,424.42,0.551,938.047,423.0791430189309,285.71
34,34,19/3/2021,10:47:58:229,285.71,30.59,448.62,0.551,937.897,423.2205591446289,285.71
35,35,19/3/2021,10:47:58:307,285.21,30.63,416.82,0.551,938.047,423.361355867792,285.71
36,36,19/3/2021,10:47:58:417,285.21,30.51,429.62,0.551,937.897,423.5014451206728,285.71
37,37,19/3/2021,10:47:58:526,286.21,30.55,415.32,0.552,938.047,423.64074205410094,285.71
38,38,19/3/2021,10:47:58:635,286.21,30.61,432.12,0.551,937.897,423.7791622624561,285.71
39,39,19/3/2021,10:47:58:745,286.21,30.59,410.12,0.552,938.047,423.91662083926064,285.71
40,40,19/3/2021,10:47:58:854,285.71,30.61,447.02,0.551,937.897,424.053032501578,285.71
41,41,19/3/2021,10:47:58:979,287.11,30.61,424.72,0.552,938.047,424.188313363744,285.71
42,42,19/3/2021,10:47:59:73,286.61,30.65,424.12,0.552,937.897,424.32238328418714,285.71
43,43,19/3/2021,10:47:59:247,286.61,30.59,415.92,0.552,937.897,424.4551650203573,285.71
44,44,19/3/2021,10:47:59:294,286.21,30.69,422.92,0.552,937.897,424.5865808488835,285.71
45,45,19/3/2021,10:47:59:404,285.71,30.55,426.02,0.551,938.047,424.71655075465486,285.71
46,46,19/3/2021,10:47:59:513,285.21,30.53,447.62,0.551,937.897,424.8449940633272,285.71
47,47,19/3/2021,10:47:59:622,287.61,30.55,423.22,0.551,937.897,424.97183340473197,285.71
48,48,19/3/2021,10:47:59:731,285.21,30.49,450.72,0.551,937.897,425.0969978105838,285.71
49,49,19/3/2021,10:47:59:841,285.21,30.69,435.72,0.551,938.047,425.2204241685382,285.71
50,50,19/3/2021,10:47:59:981,285.71,30.61,428.72,0.551,937.897,425.3420580283229,285.71
51,51,19/3/2021,10:48:0:60,285.71,30.61,442.12,0.551,937.897,425.4618527562433,285.71
52,52,19/3/2021,10:48:0:169,285.21,30.57,429.62,0.551,937.897,425.5797681103636,285.71
53,53,19/3/2021,10:48:0:278,285.71,30.61,429.02,0.551,937.897,425.69576963115315,285.71
54,54,19/3/2021,10:48:0:388,286.61,30.57,429.02,0.551,937.897,425.8098273238709,285.71
55,55,19/3/2021,10:48:0:497,285.21,30.49,427.82,0.551,937.897,425.9219139148877,285.71
56,56,19/3/2021,10:48:0:606,285.21,30.57,427.22,0.551,938.047,426.0320039598223,285.71
57,57,19/3/2021,10:48:0:731,285.71,30.57,441.52,0.551,937.747,426.1400739365292,285.71
