Unnamed: 0,index,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
626,626,26/1/2021,10:53:11:12,270.51,31.35,410.72,0.5529999999999999,942.047,413.6629629549078,259.81
627,627,26/1/2021,10:53:11:90,271.01,31.32,410.72,0.5529999999999999,942.047,413.78260444696485,259.81
628,628,26/1/2021,10:53:11:200,270.01,31.35,411.02,0.5529999999999999,942.047,413.909619716793,259.81
629,629,26/1/2021,10:53:11:309,270.51,31.47,389.62,0.5529999999999999,942.047,414.0438423742504,259.81
630,630,26/1/2021,10:53:11:418,270.01,31.37,412.52,0.5529999999999999,942.197,414.18509356881583,259.81
631,631,26/1/2021,10:53:11:528,270.51,31.33,412.82,0.5529999999999999,942.197,414.33317845188765,259.81
632,632,26/1/2021,10:53:11:637,270.01,31.43,390.02,0.5539999999999999,942.197,414.48788884488687,259.81
633,633,26/1/2021,10:53:11:762,269.51,31.33,428.72,0.5529999999999999,942.047,414.6490048578212,259.81
634,634,26/1/2021,10:53:11:856,269.51,31.49,404.62,0.5539999999999999,942.197,414.8162963561323,259.81
635,635,26/1/2021,10:53:12:27,269.51,31.39,399.42,0.5539999999999999,942.347,414.9895264679629,259.81
636,636,26/1/2021,10:53:12:74,269.11,31.35,400.32,0.5539999999999999,942.347,415.16844826103994,259.81
637,637,26/1/2021,10:53:12:184,269.11,31.51,411.32,0.5529999999999999,942.197,415.3527974615607,259.81
638,638,26/1/2021,10:53:12:293,268.61,31.33,408.32,0.5529999999999999,942.197,415.5422923256464,259.81
639,639,26/1/2021,10:53:12:403,268.61,31.35,415.92,0.5529999999999999,942.197,415.7366390293605,259.81
640,640,26/1/2021,10:53:12:512,268.61,31.14,422.92,0.5529999999999999,942.347,415.93553745719584,259.81
641,641,26/1/2021,10:53:12:621,268.61,31.26,428.42,0.5529999999999999,942.347,416.1386882869817,259.81
642,642,26/1/2021,10:53:12:762,268.61,31.39,412.82,0.5529999999999999,942.197,416.3457998506165,259.81
643,643,26/1/2021,10:53:12:840,268.61,31.35,430.82,0.5529999999999999,942.197,416.5565901134888,259.81
644,644,26/1/2021,10:53:12:949,269.11,31.37,407.02,0.5529999999999999,942.347,416.77078481224197,259.81
645,645,26/1/2021,10:53:13:59,268.11,31.35,428.42,0.5529999999999999,942.347,416.9881149917842,259.81
646,646,26/1/2021,10:53:13:168,268.61,31.39,408.62,0.5539999999999999,942.347,417.2083147355429,259.81
647,647,26/1/2021,10:53:13:277,269.11,31.35,423.52,0.5529999999999999,942.347,417.43111959953796,259.81
648,648,26/1/2021,10:53:13:387,268.61,31.41,429.02,0.5529999999999999,942.347,417.6562670449719,259.81
649,649,26/1/2021,10:53:13:511,268.61,31.3,432.12,0.5529999999999999,942.347,417.8835014583376,259.81
650,650,26/1/2021,10:53:13:606,268.11,31.26,430.52,0.5529999999999999,942.347,418.1125817093422,259.81
651,651,26/1/2021,10:53:13:762,268.61,31.45,424.42,0.5529999999999999,942.347,418.34328487000334,259.81
652,652,26/1/2021,10:53:13:824,269.51,31.39,428.12,0.5529999999999999,942.347,418.5754046970598,259.81
653,653,26/1/2021,10:53:13:934,269.11,31.43,404.32,0.5529999999999999,942.347,418.8087466635991,259.81
654,654,26/1/2021,10:53:14:43,268.11,31.39,426.92,0.5529999999999999,942.347,419.04312039048966,259.81
655,655,26/1/2021,10:53:14:152,266.11,31.35,401.22,0.5529999999999999,942.497,419.2783327372834,259.81
656,656,26/1/2021,10:53:14:262,268.61,31.26,428.42,0.5529999999999999,942.497,419.5141844721391,259.81
657,657,26/1/2021,10:53:14:371,268.11,31.24,397.92,0.5529999999999999,942.497,419.75046903781737,259.81
658,658,26/1/2021,10:53:14:543,268.61,31.37,430.82,0.5529999999999999,942.497,419.98697161903135,259.81
659,659,26/1/2021,10:53:14:590,267.61,31.39,429.32,0.5529999999999999,942.347,420.2234716385702,259.81
660,660,26/1/2021,10:53:14:699,268.11,31.37,414.42,0.5529999999999999,942.347,420.459750118531,259.81
661,661,26/1/2021,10:53:14:808,268.11,31.3,416.52,0.5529999999999999,942.497,420.6955925918077,259.81
662,662,26/1/2021,10:53:14:918,268.61,31.28,423.22,0.5529999999999999,942.497,420.93078426700936,259.81
663,663,26/1/2021,10:53:15:27,268.11,31.33,413.52,0.5529999999999999,942.497,421.16510670562894,259.81
664,664,26/1/2021,10:53:15:137,268.61,31.35,429.32,0.5529999999999999,942.347,421.3983384775708,259.81
665,665,26/1/2021,10:53:15:262,269.51,31.37,412.22,0.5539999999999999,942.6469999999999,421.6302563942887,259.81
666,666,26/1/2021,10:53:15:356,269.11,31.39,423.52,0.5529999999999999,942.497,421.8606356854605,259.81
667,667,26/1/2021,10:53:15:527,269.11,31.37,432.42,0.5529999999999999,942.497,422.08925012096483,259.81
668,668,26/1/2021,10:53:15:574,268.61,31.3,418.02,0.5529999999999999,942.497,422.3158751016815,259.81
669,669,26/1/2021,10:53:15:684,269.11,31.41,429.32,0.5529999999999999,942.497,422.5402906395896,259.81
670,670,26/1/2021,10:53:15:793,268.61,31.37,430.22,0.5529999999999999,942.497,422.7622816389004,259.81
671,671,26/1/2021,10:53:15:902,268.61,31.37,435.12,0.5539999999999999,942.497,422.9816401644893,259.81
672,672,26/1/2021,10:53:16:12,269.11,31.35,435.42,0.5539999999999999,942.497,423.19817040650815,259.81
673,673,26/1/2021,10:53:16:121,269.11,31.35,435.72,0.5539999999999999,942.347,423.41169267588117,259.81
674,674,26/1/2021,10:53:16:277,269.51,31.43,432.42,0.5539999999999999,942.347,423.6220449855186,259.81
675,675,26/1/2021,10:53:16:340,269.51,31.22,434.22,0.5539999999999999,942.347,423.8290823970208,259.81
676,676,26/1/2021,10:53:16:449,270.01,31.39,401.92,0.5539999999999999,942.497,424.0326726026313,259.81
677,677,26/1/2021,10:53:16:558,269.11,31.39,436.62,0.5529999999999999,942.347,424.2326864861529,259.81
678,678,26/1/2021,10:53:16:668,269.51,31.3,398.82,0.5539999999999999,942.497,424.42898941652464,259.81
679,679,26/1/2021,10:53:16:777,270.01,31.45,438.22,0.5529999999999999,942.497,424.6214380168777,259.81
680,680,26/1/2021,10:53:16:887,270.51,31.37,438.22,0.5529999999999999,942.497,424.8098833918096,259.81
681,681,26/1/2021,10:53:17:11,270.01,31.41,437.32,0.5529999999999999,942.347,424.99418207904864,259.81
682,682,26/1/2021,10:53:17:105,270.01,31.37,435.72,0.5529999999999999,942.497,425.1742065914778,259.81
683,683,26/1/2021,10:53:17:277,270.51,31.43,427.52,0.5529999999999999,942.347,425.3498469714508,259.81
684,684,26/1/2021,10:53:17:324,270.51,31.43,427.52,0.5529999999999999,942.347,425.52100617292814,259.81
685,685,26/1/2021,10:53:17:433,271.01,31.33,426.92,0.5539999999999999,942.497,425.6875944015658,259.81
686,686,26/1/2021,10:53:17:542,270.01,31.35,418.62,0.5539999999999999,942.497,425.84952459526426,259.81
687,687,26/1/2021,10:53:17:652,271.01,31.39,400.32,0.5539999999999999,942.497,426.00670619219017,259.81
688,688,26/1/2021,10:53:17:777,271.51,31.35,439.72,0.5529999999999999,942.497,426.1590367612736,259.81
689,689,26/1/2021,10:53:17:871,271.01,31.41,416.52,0.5539999999999999,942.497,426.3064008955265,259.81
690,690,26/1/2021,10:53:18:11,271.51,31.39,438.22,0.5529999999999999,942.497,426.44867789882437,259.81
691,691,26/1/2021,10:53:18:89,272.01,31.39,438.22,0.5529999999999999,942.497,426.5857497730698,259.81
692,692,26/1/2021,10:53:18:199,271.51,31.39,435.42,0.5529999999999999,942.347,426.71750799432334,259.81
693,693,26/1/2021,10:53:18:308,271.01,31.45,432.42,0.5529999999999999,942.497,426.8438579727257,259.81
694,694,26/1/2021,10:53:18:417,271.01,31.37,429.92,0.5539999999999999,942.6469999999999,426.9647179464493,259.81
695,695,26/1/2021,10:53:18:527,272.51,31.39,426.32,0.5539999999999999,942.497,427.08001474726683,259.81
696,696,26/1/2021,10:53:18:636,271.51,31.32,442.42,0.5539999999999999,942.497,427.1896809631845,259.81
697,697,26/1/2021,10:53:18:761,273.01,31.35,434.52,0.5539999999999999,942.497,427.2936568332,259.81
698,698,26/1/2021,10:53:18:855,272.51,31.32,444.62,0.5539999999999999,942.497,427.39189557998964,259.81
699,699,26/1/2021,10:53:19:11,272.51,31.28,437.32,0.5539999999999999,942.497,427.48436764583437,259.81
700,700,26/1/2021,10:53:19:73,273.01,31.33,442.82,0.5539999999999999,942.497,427.57106256589714,259.81
701,701,26/1/2021,10:53:19:183,273.01,31.32,433.02,0.5539999999999999,942.6469999999999,427.65198891347916,259.81
702,702,26/1/2021,10:53:19:292,273.01,31.39,429.62,0.5539999999999999,942.497,427.7271714575496,259.81
703,703,26/1/2021,10:53:19:402,274.41,31.32,426.32,0.5539999999999999,942.497,427.7966452774601,259.81
704,704,26/1/2021,10:53:19:511,273.01,31.33,443.42,0.5539999999999999,942.497,427.8604509066581,259.81
705,705,26/1/2021,10:53:19:620,273.51,31.33,424.42,0.5539999999999999,942.347,427.91863481338095,259.81
706,706,26/1/2021,10:53:19:776,273.91,31.39,439.72,0.5539999999999999,942.497,427.971251694376,259.81
707,707,26/1/2021,10:53:19:839,273.91,31.35,442.42,0.5539999999999999,942.347,428.01836580402465,259.81
708,708,26/1/2021,10:53:19:949,273.01,31.28,419.32,0.5539999999999999,942.497,428.0600528209324,259.81
709,709,26/1/2021,10:53:20:58,273.91,31.35,424.72,0.5539999999999999,942.347,428.09639707468483,259.81
710,710,26/1/2021,10:53:20:168,274.41,31.63,415.92,0.5539999999999999,942.347,428.12748206367263,259.81
711,711,26/1/2021,10:53:20:277,274.41,31.37,425.72,0.5529999999999999,942.347,428.1533825870556,259.81
712,712,26/1/2021,10:53:20:386,274.41,31.28,425.72,0.5529999999999999,942.347,428.1741632711554,259.81
713,713,26/1/2021,10:53:20:511,274.91,31.37,425.72,0.5529999999999999,942.347,428.18988127001353,259.81
714,714,26/1/2021,10:53:20:605,274.91,31.35,425.72,0.5529999999999999,942.347,428.2005891059585,259.81
715,715,26/1/2021,10:53:20:777,275.41,31.35,448.22,0.5539999999999999,942.197,428.2063376973303,259.81
716,716,26/1/2021,10:53:20:824,275.41,31.35,436.02,0.5529999999999999,942.347,428.2071836923655,259.81
717,717,26/1/2021,10:53:20:939,275.41,31.35,426.32,0.5529999999999999,942.197,428.2031966877577,259.81
718,718,26/1/2021,10:53:21:48,274.91,31.39,429.32,0.5539999999999999,942.347,428.19445743231233,259.81
719,719,26/1/2021,10:53:21:157,275.41,31.3,439.72,0.5529999999999999,942.347,428.1810519660508,259.81
720,720,26/1/2021,10:53:21:282,275.91,31.33,427.52,0.5539999999999999,942.347,428.1630712932485,259.81
721,721,26/1/2021,10:53:21:376,276.41,31.26,440.62,0.5539999999999999,942.347,428.14061414238677,259.81
722,722,26/1/2021,10:53:21:516,275.91,31.39,427.52,0.5539999999999999,942.347,428.11378800413473,259.81
723,723,26/1/2021,10:53:21:580,277.41,31.39,427.22,0.5539999999999999,942.197,428.0827079842832,259.81
724,724,26/1/2021,10:53:21:689,276.91,31.43,426.62,0.5539999999999999,942.347,428.0474930463367,259.81
725,725,26/1/2021,10:53:21:814,276.91,31.37,426.02,0.5539999999999999,942.197,428.0082618920822,259.81
726,726,26/1/2021,10:53:21:908,276.41,31.26,422.32,0.5539999999999999,942.197,427.96513074734406,259.81
727,727,26/1/2021,10:53:22:32,277.41,31.39,447.02,0.5539999999999999,942.197,427.9182137613056,259.81
728,728,26/1/2021,10:53:22:128,277.81,31.37,427.82,0.5539999999999999,942.197,427.867628211027,259.81
729,729,26/1/2021,10:53:22:268,277.41,31.47,430.22,0.5529999999999999,942.197,427.8135000895826,259.81
730,730,26/1/2021,10:53:22:347,276.91,31.41,408.62,0.5529999999999999,942.197,427.75596114980095,259.81
731,731,26/1/2021,10:53:22:456,276.91,31.35,428.42,0.5529999999999999,942.197,427.6951391323037,259.81
732,732,26/1/2021,10:53:22:565,278.31,31.43,419.32,0.5529999999999999,942.197,427.63115132420234,259.81
733,733,26/1/2021,10:53:22:675,278.81,31.35,428.72,0.5529999999999999,942.047,427.5641053878479,259.81
734,734,26/1/2021,10:53:22:784,277.81,31.35,416.52,0.5529999999999999,942.197,427.49410214054654,259.81
735,735,26/1/2021,10:53:22:893,277.81,31.43,428.42,0.5529999999999999,942.047,427.4212359298048,259.81
736,736,26/1/2021,10:53:23:18,275.41,31.39,428.42,0.5529999999999999,942.197,427.34559501305074,259.81
737,737,26/1/2021,10:53:23:112,277.81,31.37,428.72,0.5539999999999999,942.197,427.26726471923433,259.81
738,738,26/1/2021,10:53:23:284,278.31,31.35,428.42,0.5529999999999999,942.047,427.18633099252236,259.81
739,739,26/1/2021,10:53:23:331,277.81,31.37,451.62,0.5529999999999999,942.047,427.1028838833738,259.81
740,740,26/1/2021,10:53:23:440,278.31,31.39,413.52,0.5529999999999999,942.047,427.0170227818757,259.81
741,741,26/1/2021,10:53:23:549,278.31,31.35,446.72,0.5529999999999999,942.047,426.9288583482673,259.81
742,742,26/1/2021,10:53:23:659,278.31,31.41,411.92,0.5529999999999999,942.047,426.838509043168,259.81
743,743,26/1/2021,10:53:23:768,278.81,31.39,440.62,0.5529999999999999,942.047,426.7460974345435,259.81
744,744,26/1/2021,10:53:23:878,278.31,31.33,429.62,0.5529999999999999,942.047,426.6517493610961,259.81
745,745,26/1/2021,10:53:24:18,278.81,31.37,411.32,0.5529999999999999,942.047,426.55559444030985,259.81
746,746,26/1/2021,10:53:24:96,279.31,31.39,427.82,0.5529999999999999,942.047,426.4577621769103,259.81
747,747,26/1/2021,10:53:24:206,279.31,31.33,427.22,0.5529999999999999,942.047,426.3583764679908,259.81
748,748,26/1/2021,10:53:24:315,279.81,31.39,426.02,0.5529999999999999,942.047,426.257556808915,259.81
749,749,26/1/2021,10:53:24:424,279.81,31.35,419.32,0.5529999999999999,942.047,426.1554215233227,259.81
750,750,26/1/2021,10:53:24:533,279.31,31.39,429.02,0.5529999999999999,942.047,426.05208695179937,259.81
751,751,26/1/2021,10:53:24:643,279.81,31.33,418.62,0.5529999999999999,942.047,425.94766598121527,259.81
752,752,26/1/2021,10:53:24:768,280.81,31.37,431.22,0.5529999999999999,942.047,425.8422683142089,259.81
753,753,26/1/2021,10:53:24:862,280.31,31.32,420.52,0.5529999999999999,942.047,425.7360015150055,259.81
754,754,26/1/2021,10:53:25:34,280.31,31.35,452.22,0.5529999999999999,941.8969999999999,425.62897424851883,259.81
755,755,26/1/2021,10:53:25:80,280.31,31.37,426.92,0.5529999999999999,941.8969999999999,425.5213037437748,259.81
756,756,26/1/2021,10:53:25:190,280.31,31.43,429.62,0.5529999999999999,942.047,425.4131217657792,259.81
757,757,26/1/2021,10:53:25:299,280.31,31.39,415.92,0.5529999999999999,942.047,425.30457113146036,259.81
758,758,26/1/2021,10:53:25:408,280.31,31.39,411.62,0.5529999999999999,941.8969999999999,425.19579525416367,259.81
759,759,26/1/2021,10:53:25:518,280.31,31.37,410.72,0.5529999999999999,941.8969999999999,425.08692746196436,259.81
760,760,26/1/2021,10:53:25:627,280.31,31.37,410.72,0.5529999999999999,941.8969999999999,424.97808346232733,259.81
761,761,26/1/2021,10:53:25:768,280.81,31.41,431.82,0.5529999999999999,941.747,424.8693600705709,259.81
762,762,26/1/2021,10:53:25:846,280.31,31.37,434.82,0.5529999999999999,941.747,424.760842885039,259.81
763,763,26/1/2021,10:53:25:955,280.31,31.37,444.92,0.5529999999999999,941.747,424.65262041469805,259.81
764,764,26/1/2021,10:53:26:64,280.31,31.41,433.02,0.5529999999999999,941.747,424.54479660980553,259.81
765,765,26/1/2021,10:53:26:174,280.81,31.39,446.72,0.552,941.8969999999999,424.4374966749892,259.81
766,766,26/1/2021,10:53:26:283,280.31,31.39,409.52,0.552,941.747,424.3308662496042,259.81
767,767,26/1/2021,10:53:26:393,280.31,31.41,410.42,0.552,941.8969999999999,424.22506182005685,259.81
768,768,26/1/2021,10:53:26:517,280.31,31.35,409.52,0.552,941.8969999999999,424.12023410221167,259.81
769,769,26/1/2021,10:53:26:611,280.31,31.37,411.32,0.552,941.8969999999999,424.01651577782616,259.81
770,770,26/1/2021,10:53:26:767,281.31,31.33,428.72,0.552,941.747,423.91402029247394,259.81
771,771,26/1/2021,10:53:26:830,281.31,31.35,411.62,0.552,941.747,423.81284773738986,259.81
772,772,26/1/2021,10:53:26:939,280.31,31.39,411.62,0.552,941.747,423.7130890005919,259.81
773,773,26/1/2021,10:53:27:48,280.31,31.43,449.82,0.552,941.747,423.6148265810657,259.81
774,774,26/1/2021,10:53:27:158,280.31,31.41,411.92,0.5529999999999999,941.8969999999999,423.51814077641126,259.81
775,775,26/1/2021,10:53:27:284,280.31,31.41,408.92,0.552,941.747,423.42311526359344,259.81
776,776,26/1/2021,10:53:27:394,280.31,31.35,409.82,0.552,941.747,423.32982914857115,259.81
777,777,26/1/2021,10:53:27:518,281.31,31.41,411.62,0.5529999999999999,941.8969999999999,423.23834520610086,259.81
778,778,26/1/2021,10:53:27:626,280.31,31.51,411.92,0.5529999999999999,941.747,423.1487065251471,259.81
779,779,26/1/2021,10:53:27:782,280.31,31.39,414.42,0.5529999999999999,941.747,423.06093807369797,259.81
780,780,26/1/2021,10:53:27:845,280.31,31.43,447.62,0.5529999999999999,941.747,422.97505185083656,259.81
781,781,26/1/2021,10:53:27:954,280.31,31.37,425.72,0.5529999999999999,941.747,422.89105919715246,259.81
782,782,26/1/2021,10:53:28:63,280.31,31.41,442.12,0.5529999999999999,941.747,422.8089839903704,259.81
783,783,26/1/2021,10:53:28:173,280.31,31.41,426.02,0.552,941.747,422.7288678172272,259.81
784,784,26/1/2021,10:53:28:282,279.81,31.41,408.92,0.5529999999999999,941.747,422.65076655471563,259.81
785,785,26/1/2021,10:53:28:392,279.81,31.41,410.12,0.552,941.747,422.5747391447664,259.81
786,786,26/1/2021,10:53:28:532,280.81,31.16,424.12,0.5529999999999999,941.747,422.5008352605336,259.81
787,787,26/1/2021,10:53:28:610,280.81,31.35,410.72,0.5529999999999999,941.747,422.42909214301744,259.81
788,788,26/1/2021,10:53:28:720,280.31,31.3,413.12,0.552,941.747,422.3595366494738,259.81
789,789,26/1/2021,10:53:28:829,280.31,31.39,416.22,0.5529999999999999,941.747,422.29218436985917,259.81
790,790,26/1/2021,10:53:28:938,280.31,31.41,415.32,0.5529999999999999,941.747,422.22703843765817,259.81
791,791,26/1/2021,10:53:29:48,280.31,31.35,445.22,0.552,941.747,422.164093514589,259.81
792,792,26/1/2021,10:53:29:157,280.31,31.35,415.32,0.5529999999999999,941.747,422.10334525149625,259.81
793,793,26/1/2021,10:53:29:282,280.31,31.39,409.52,0.5529999999999999,941.747,422.0447954378817,259.81
794,794,26/1/2021,10:53:29:376,279.81,31.43,422.92,0.5529999999999999,941.747,421.98844543328346,259.81
795,795,26/1/2021,10:53:29:547,279.81,31.37,405.82,0.5529999999999999,941.747,421.93428794203044,259.81
796,796,26/1/2021,10:53:29:594,279.81,31.39,413.82,0.5529999999999999,941.747,421.88230397132173,259.81
797,797,26/1/2021,10:53:29:693,279.81,31.39,416.52,0.5529999999999999,941.747,421.8324610141705,259.81
798,798,26/1/2021,10:53:29:802,279.81,31.41,419.62,0.5529999999999999,941.747,421.78471377987916,259.81
799,799,26/1/2021,10:53:29:912,279.81,31.39,423.22,0.5529999999999999,941.747,421.73900871916237,259.81
800,800,26/1/2021,10:53:30:21,279.81,31.47,426.02,0.5529999999999999,941.747,421.6952892546627,259.81
801,801,26/1/2021,10:53:30:130,279.81,31.43,433.62,0.5529999999999999,941.747,421.65350109341256,259.81
802,802,26/1/2021,10:53:30:271,279.31,31.37,424.12,0.552,941.747,421.6135975079476,259.81
803,803,26/1/2021,10:53:30:349,279.31,31.32,436.32,0.552,941.747,421.57554266832375,259.81
804,804,26/1/2021,10:53:30:459,278.81,31.37,404.32,0.552,941.747,421.5393110411413,259.81
805,805,26/1/2021,10:53:30:568,278.81,31.41,439.42,0.552,941.747,421.50488271391947,259.81
806,806,26/1/2021,10:53:30:677,279.31,31.35,419.32,0.552,941.747,421.4722403889076,259.81
807,807,26/1/2021,10:53:30:786,279.31,31.39,422.62,0.552,941.747,421.4413711073371,259.81
808,808,26/1/2021,10:53:30:896,279.31,31.37,423.82,0.552,941.747,421.41226650661673,259.81
809,809,26/1/2021,10:53:31:21,278.81,31.39,424.12,0.5529999999999999,941.8969999999999,421.3849209397226,259.81
810,810,26/1/2021,10:53:31:115,278.81,31.39,424.42,0.5529999999999999,941.747,421.35933168925067,259.81
811,811,26/1/2021,10:53:31:271,278.81,31.37,421.72,0.5529999999999999,941.747,421.33549980233886,259.81
812,812,26/1/2021,10:53:31:334,278.81,31.33,416.52,0.5529999999999999,941.8969999999999,421.3134290145494,259.81
813,813,26/1/2021,10:53:31:443,278.31,31.33,442.82,0.5529999999999999,941.747,421.2931249167245,259.81
814,814,26/1/2021,10:53:31:552,278.31,31.32,420.22,0.5529999999999999,941.747,421.27459885234833,259.81
815,815,26/1/2021,10:53:31:662,278.31,31.37,424.42,0.5529999999999999,941.747,421.25787249244866,259.81
816,816,26/1/2021,10:53:31:771,278.31,31.37,420.82,0.5529999999999999,941.747,421.24297574735846,259.81
817,817,26/1/2021,10:53:31:880,278.31,31.39,424.42,0.5529999999999999,941.747,421.22994209659714,259.81
818,818,26/1/2021,10:53:32:21,278.31,31.33,425.12,0.5529999999999999,941.747,421.21880744932855,259.81
819,819,26/1/2021,10:53:32:99,278.81,31.35,411.92,0.5529999999999999,941.747,421.209610258509,259.81
820,820,26/1/2021,10:53:32:208,278.31,31.35,423.82,0.5529999999999999,941.747,421.20238909080285,259.81
821,821,26/1/2021,10:53:32:318,277.81,31.43,423.52,0.5529999999999999,941.747,421.1971802313582,259.81
822,822,26/1/2021,10:53:32:427,277.81,31.39,416.22,0.5529999999999999,941.747,421.1940187150171,259.81
823,823,26/1/2021,10:53:32:536,277.81,31.35,415.32,0.5529999999999999,941.747,421.1929385703508,259.81
824,824,26/1/2021,10:53:32:646,277.81,31.43,437.32,0.552,941.747,421.1939714356376,259.81
825,825,26/1/2021,10:53:32:771,277.41,31.41,416.82,0.552,941.8969999999999,421.19714964033767,259.81
826,826,26/1/2021,10:53:32:865,277.81,31.65,438.22,0.552,941.747,421.2025119192112,259.81
827,827,26/1/2021,10:53:33:20,277.81,31.39,421.72,0.552,941.747,421.21010654403227,259.81
828,828,26/1/2021,10:53:33:83,277.81,31.37,421.42,0.5529999999999999,941.747,421.2199915138462,259.81
829,829,26/1/2021,10:53:33:193,277.41,31.43,422.62,0.5529999999999999,941.747,421.23223134076113,259.81
830,830,26/1/2021,10:53:33:302,277.81,31.45,417.72,0.5529999999999999,941.747,421.24689264189766,259.81
831,831,26/1/2021,10:53:33:412,276.91,31.49,420.22,0.5539999999999999,941.747,421.26404151334367,259.81
832,832,26/1/2021,10:53:33:521,277.41,31.37,421.12,0.5529999999999999,941.747,421.2837421852993,259.81
833,833,26/1/2021,10:53:33:630,276.91,31.41,417.72,0.5529999999999999,941.747,421.30605669378957,259.81
834,834,26/1/2021,10:53:33:771,276.91,31.37,408.02,0.5539999999999999,941.747,421.3310436415651,259.81
835,835,26/1/2021,10:53:33:849,275.91,31.45,418.32,0.5529999999999999,941.747,421.35875412082197,259.81
836,836,26/1/2021,10:53:33:960,276.41,31.35,428.72,0.5529999999999999,941.747,421.38922985203794,259.81
837,837,26/1/2021,10:53:34:70,276.91,31.43,417.72,0.5539999999999999,941.747,421.4225078846689,259.81
838,838,26/1/2021,10:53:34:179,276.91,31.33,422.62,0.5539999999999999,941.747,421.4586257282517,259.81
839,839,26/1/2021,10:53:34:288,276.41,31.33,425.72,0.5529999999999999,941.747,421.49762211455385,259.81
840,840,26/1/2021,10:53:34:398,276.91,31.35,401.52,0.5529999999999999,941.747,421.53953543135765,259.81
841,841,26/1/2021,10:53:34:538,276.41,31.43,419.32,0.5529999999999999,941.747,421.5843987697097,259.81
842,842,26/1/2021,10:53:34:616,276.91,31.45,419.62,0.5529999999999999,941.747,421.632234532184,259.81
843,843,26/1/2021,10:53:34:788,276.41,31.37,419.32,0.5529999999999999,941.747,421.6830556876912,259.81
844,844,26/1/2021,10:53:34:835,275.91,31.37,404.92,0.5529999999999999,941.747,421.7368688357112,259.81
845,845,26/1/2021,10:53:34:949,275.91,31.43,414.12,0.5529999999999999,941.747,421.7936711818664,259.81
846,846,26/1/2021,10:53:35:59,275.91,31.37,418.32,0.5529999999999999,941.747,421.8534460824137,259.81
847,847,26/1/2021,10:53:35:168,275.91,31.37,415.32,0.5529999999999999,941.747,421.9161640070626,259.81
848,848,26/1/2021,10:53:35:277,275.91,31.41,419.62,0.5529999999999999,941.747,421.98178621817056,259.81
849,849,26/1/2021,10:53:35:387,275.41,31.43,419.62,0.5529999999999999,941.747,422.050267056724,259.81
850,850,26/1/2021,10:53:35:527,275.91,31.33,419.62,0.5529999999999999,941.747,422.1215555437181,259.81
851,851,26/1/2021,10:53:35:605,275.91,31.45,419.92,0.5529999999999999,941.747,422.1955966465597,259.81
852,852,26/1/2021,10:53:35:715,275.41,31.47,420.22,0.5529999999999999,941.747,422.27233171930084,259.81
853,853,26/1/2021,10:53:35:824,277.41,31.39,421.42,0.5529999999999999,941.747,422.3516987875572,259.81
854,854,26/1/2021,10:53:35:934,274.91,31.43,414.72,0.5529999999999999,941.8969999999999,422.43363253648255,259.81
855,855,26/1/2021,10:53:36:43,274.91,31.45,435.72,0.5529999999999999,941.747,422.5180644648254,259.81
856,856,26/1/2021,10:53:36:152,275.41,31.45,410.12,0.5529999999999999,941.8969999999999,422.60492496238334,259.81
857,857,26/1/2021,10:53:36:293,275.41,31.33,419.92,0.5529999999999999,941.747,422.69414391933014,259.81
858,858,26/1/2021,10:53:36:371,275.41,31.43,401.92,0.5529999999999999,941.8969999999999,422.78564538943016,259.81
859,859,26/1/2021,10:53:36:527,276.41,31.49,402.22,0.5529999999999999,941.8969999999999,422.8793385462968,259.81
860,860,26/1/2021,10:53:36:590,274.41,31.41,420.22,0.5529999999999999,941.747,422.97511044067255,259.81
861,861,26/1/2021,10:53:36:699,274.91,31.43,421.12,0.5529999999999999,941.747,423.0728270398178,259.81
862,862,26/1/2021,10:53:36:808,275.41,31.41,422.32,0.552,941.8969999999999,423.1723421523892,259.81
863,863,26/1/2021,10:53:36:917,274.41,31.32,418.62,0.552,941.8969999999999,423.2735047254257,259.81
864,864,26/1/2021,10:53:37:27,273.91,31.47,435.12,0.5529999999999999,941.8969999999999,423.3761615755062,259.81
865,865,26/1/2021,10:53:37:136,274.41,31.35,418.92,0.5529999999999999,941.8969999999999,423.4801603819472,259.81
866,866,26/1/2021,10:53:37:277,274.41,31.43,418.62,0.5529999999999999,941.8969999999999,423.58535144957375,259.81
867,867,26/1/2021,10:53:37:355,275.41,31.3,418.32,0.5529999999999999,941.8969999999999,423.6915841127595,259.81
868,868,26/1/2021,10:53:37:464,274.91,31.43,415.92,0.5529999999999999,941.8969999999999,423.7987015032591,259.81
869,869,26/1/2021,10:53:37:589,275.41,31.45,421.72,0.5529999999999999,941.8969999999999,423.9065382168352,259.81
870,870,26/1/2021,10:53:37:683,274.91,31.41,426.92,0.5539999999999999,942.047,424.0149213323955,259.81
871,871,26/1/2021,10:53:37:808,274.41,31.47,433.32,0.5539999999999999,941.8969999999999,424.1236751712357,259.81
872,872,26/1/2021,10:53:37:902,273.91,31.37,438.22,0.5539999999999999,941.8969999999999,424.2326289274807,259.81
873,873,26/1/2021,10:53:38:27,273.91,31.41,438.82,0.5539999999999999,941.8969999999999,424.34162455304187,259.81
874,874,26/1/2021,10:53:38:121,273.91,31.37,438.52,0.5539999999999999,941.8969999999999,424.4505224787996,259.81
