Unnamed: 0,index,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
0,0,26/1/2021,10:52:2:490,259.81,31.65,401.22,0.551,940.347,401.8299034724184,259.81
1,1,26/1/2021,10:52:2:537,259.81,31.69,404.92,0.551,940.347,401.83795992398734,259.81
2,2,26/1/2021,10:52:2:647,259.81,31.65,383.82,0.551,940.347,401.84542291499434,259.81
3,3,26/1/2021,10:52:2:756,260.31,31.63,422.32,0.551,940.347,401.8522280930225,259.81
4,4,26/1/2021,10:52:2:865,259.81,31.67,383.82,0.551,940.497,401.8583080256467,259.81
5,5,26/1/2021,10:52:2:975,260.31,31.61,417.72,0.551,940.347,401.8635950433252,259.81
6,6,26/1/2021,10:52:3:84,259.81,31.61,409.52,0.551,940.347,401.86802399836137,259.81
7,7,26/1/2021,10:52:3:225,260.31,31.67,407.02,0.551,940.347,401.87153722631484,259.81
8,8,26/1/2021,10:52:3:303,259.31,31.57,403.42,0.551,940.347,401.87408777982245,259.81
9,9,26/1/2021,10:52:3:412,259.81,31.59,401.22,0.552,940.347,401.8756365418544,259.81
10,10,26/1/2021,10:52:3:522,259.81,31.65,400.62,0.552,940.347,401.8761475737463,259.81
11,11,26/1/2021,10:52:3:631,260.31,31.73,397.62,0.552,940.347,401.8755847590441,259.81
12,12,26/1/2021,10:52:3:740,259.81,31.71,400.62,0.552,940.347,401.8739094408985,259.81
13,13,26/1/2021,10:52:3:850,260.31,31.65,393.62,0.552,940.347,401.87107876019513,259.81
14,14,26/1/2021,10:52:3:974,259.81,31.65,423.82,0.552,940.347,401.8670463761248,259.81
15,15,26/1/2021,10:52:4:68,259.81,31.59,389.62,0.552,940.347,401.8617675343264,259.81
16,16,26/1/2021,10:52:4:224,260.31,31.57,403.12,0.552,940.347,401.85520218122383,259.81
17,17,26/1/2021,10:52:4:287,260.31,31.69,401.92,0.552,940.347,401.8473113253231,259.81
18,18,26/1/2021,10:52:4:396,260.31,31.69,401.22,0.552,940.347,401.83805410901255,259.81
19,19,26/1/2021,10:52:4:505,259.81,31.65,400.02,0.552,940.347,401.82738863300034,259.81
20,20,26/1/2021,10:52:4:615,261.71,31.65,400.02,0.552,940.347,401.8152719419978,259.81
21,21,26/1/2021,10:52:4:755,260.81,31.71,403.72,0.551,940.347,401.80165933231524,259.81
22,22,26/1/2021,10:52:4:834,259.81,31.71,415.92,0.551,940.347,401.7865064014109,259.81
23,23,26/1/2021,10:52:4:974,259.81,31.61,421.42,0.551,940.197,401.76977618242506,259.81
24,24,26/1/2021,10:52:5:53,260.31,31.59,406.72,0.552,940.347,401.7514481705245,259.81
25,25,26/1/2021,10:52:5:162,259.81,31.71,399.72,0.551,940.347,401.7315202093527,259.81
26,26,26/1/2021,10:52:5:271,260.31,31.57,399.42,0.551,940.197,401.7100007434921,259.81
27,27,26/1/2021,10:52:5:382,260.31,31.65,400.02,0.551,940.347,401.6868997884847,259.81
28,28,26/1/2021,10:52:5:491,260.31,31.69,400.02,0.551,940.347,401.6622249859794,259.81
29,29,26/1/2021,10:52:5:601,260.31,31.71,400.02,0.551,940.347,401.635981204064,259.81
30,30,26/1/2021,10:52:5:726,260.31,31.59,400.32,0.551,940.197,401.60817080129783,259.81
31,31,26/1/2021,10:52:5:820,259.81,31.63,399.12,0.551,940.347,401.57879372306417,259.81
32,32,26/1/2021,10:52:5:992,259.81,31.71,401.92,0.552,940.347,401.54784752471426,259.81
33,33,26/1/2021,10:52:6:38,259.81,31.65,404.92,0.552,940.197,401.51532819066483,259.81
34,34,26/1/2021,10:52:6:148,260.31,31.67,384.22,0.552,940.347,401.4812305212865,259.81
35,35,26/1/2021,10:52:6:257,259.81,31.67,409.52,0.551,940.347,401.44554539507004,259.81
36,36,26/1/2021,10:52:6:367,259.81,31.67,385.12,0.552,940.347,401.40825674030737,259.81
37,37,26/1/2021,10:52:6:476,260.81,31.59,412.82,0.551,940.347,401.3693417874424,259.81
38,38,26/1/2021,10:52:6:585,259.81,31.63,399.72,0.551,940.347,401.32877412973914,259.81
39,39,26/1/2021,10:52:6:741,260.31,31.69,382.32,0.551,940.347,401.2865260589589,259.81
40,40,26/1/2021,10:52:6:804,260.31,31.61,403.12,0.551,940.347,401.2425647532517,259.81
41,41,26/1/2021,10:52:6:916,260.31,31.65,400.62,0.551,940.347,401.1968477684813,259.81
42,42,26/1/2021,10:52:7:25,259.81,31.61,399.72,0.551,940.347,401.1493260523108,259.81
43,43,26/1/2021,10:52:7:135,259.81,31.71,418.62,0.551,940.347,401.0999502581032,259.81
44,44,26/1/2021,10:52:7:244,259.31,31.61,402.82,0.551,940.197,401.0486769765245,259.81
45,45,26/1/2021,10:52:7:354,261.21,31.69,420.22,0.551,940.347,400.9954746203884,259.81
46,46,26/1/2021,10:52:7:478,259.81,31.65,408.92,0.552,940.347,400.9403271111074,259.81
47,47,26/1/2021,10:52:7:572,259.81,31.69,420.52,0.551,940.347,400.88323646269686,259.81
48,48,26/1/2021,10:52:7:744,258.81,31.71,411.02,0.552,940.347,400.8242250285981,259.81
49,49,26/1/2021,10:52:7:791,259.31,31.71,396.72,0.552,940.347,400.7633345959777,259.81
50,50,26/1/2021,10:52:7:900,259.31,31.69,400.62,0.552,940.347,400.7006193704215,259.81
51,51,26/1/2021,10:52:8:9,260.31,31.71,400.32,0.552,940.347,400.63613691336417,259.81
52,52,26/1/2021,10:52:8:119,260.31,31.63,418.02,0.552,940.347,400.5699457049307,259.81
53,53,26/1/2021,10:52:8:228,260.31,31.69,400.32,0.552,940.347,400.5021102107183,259.81
54,54,26/1/2021,10:52:8:338,260.31,31.63,400.02,0.552,940.347,400.4327045529338,259.81
55,55,26/1/2021,10:52:8:478,259.31,31.65,398.82,0.552,940.347,400.3618090134024,259.81
56,56,26/1/2021,10:52:8:556,259.31,31.67,402.52,0.552,940.347,400.2895048478524,259.81
57,57,26/1/2021,10:52:8:666,260.31,31.67,395.12,0.552,940.347,400.2158726263478,259.81
58,58,26/1/2021,10:52:8:775,260.31,31.59,404.62,0.552,940.347,400.1409920590979,259.81
59,59,26/1/2021,10:52:8:884,259.81,31.65,383.22,0.552,940.347,400.06494076616264,259.81
60,60,26/1/2021,10:52:8:994,260.31,31.75,380.52,0.552,940.347,399.9877889866457,259.81
61,61,26/1/2021,10:52:9:103,259.81,31.69,399.42,0.552,940.347,399.9095912192452,259.81
62,62,26/1/2021,10:52:9:228,260.81,31.67,399.72,0.552,940.197,399.8303847894545,259.81
63,63,26/1/2021,10:52:9:322,260.31,31.69,398.82,0.552,940.347,399.75019766740087,259.81
64,64,26/1/2021,10:52:9:478,259.31,31.73,401.92,0.552,940.347,399.66905559755423,259.81
65,65,26/1/2021,10:52:9:540,260.81,31.67,398.52,0.552,940.347,399.5869844589608,259.81
66,66,26/1/2021,10:52:9:650,260.31,31.59,403.12,0.551,940.347,399.50401098306656,259.81
67,67,26/1/2021,10:52:9:759,259.81,31.69,422.62,0.552,940.347,399.42016561751257,259.81
68,68,26/1/2021,10:52:9:869,261.71,31.63,403.12,0.552,940.347,399.33548979379975,259.81
69,69,26/1/2021,10:52:9:978,259.81,31.71,382.32,0.552,940.347,399.250039190548,259.81
70,70,26/1/2021,10:52:10:88,260.31,31.61,400.32,0.552,940.347,399.16387445179726,259.81
71,71,26/1/2021,10:52:10:244,260.31,31.59,405.52,0.552,940.347,399.0770512923935,259.81
72,72,26/1/2021,10:52:10:306,260.31,31.69,399.12,0.552,940.347,398.9896224893377,259.81
73,73,26/1/2021,10:52:10:416,259.31,31.71,398.52,0.552,940.347,398.90164332244916,259.81
74,74,26/1/2021,10:52:10:525,260.81,31.69,401.22,0.552,940.347,398.81317177261286,259.81
75,75,26/1/2021,10:52:10:634,259.81,31.65,419.92,0.551,940.347,398.72426917433313,259.81
76,76,26/1/2021,10:52:10:743,259.81,31.65,389.32,0.552,940.347,398.63500522429916,259.81
77,77,26/1/2021,10:52:10:853,260.31,31.63,422.02,0.551,940.197,398.5454612050312,259.81
78,78,26/1/2021,10:52:10:978,259.81,31.69,399.72,0.552,940.347,398.45573034648737,259.81
79,79,26/1/2021,10:52:11:72,261.71,31.71,421.72,0.551,940.347,398.36592035154996,259.81
80,80,26/1/2021,10:52:11:244,259.81,31.61,409.52,0.551,940.197,398.27615751840085,259.81
81,81,26/1/2021,10:52:11:291,260.31,31.67,397.32,0.551,940.347,398.1865882460608,259.81
82,82,26/1/2021,10:52:11:400,259.81,31.71,391.22,0.551,940.347,398.09737327475983,259.81
83,83,26/1/2021,10:52:11:509,260.81,31.67,385.72,0.551,940.347,398.008675548982,259.81
84,84,26/1/2021,10:52:11:619,259.81,31.59,381.42,0.551,940.347,397.92064864681845,259.81
85,85,26/1/2021,10:52:11:728,260.31,31.65,382.02,0.551,940.347,397.83342877023193,259.81
86,86,26/1/2021,10:52:11:838,259.31,31.67,402.52,0.552,940.347,397.7471319493071,259.81
87,87,26/1/2021,10:52:11:994,260.81,31.67,399.12,0.552,940.347,397.6618597952317,259.81
88,88,26/1/2021,10:52:12:56,260.31,31.63,400.02,0.552,940.347,397.5777098716915,259.81
89,89,26/1/2021,10:52:12:166,259.81,31.65,404.32,0.552,940.347,397.49478244634946,259.81
90,90,26/1/2021,10:52:12:275,259.81,31.65,401.52,0.552,940.347,397.41318314043724,259.81
91,91,26/1/2021,10:52:12:385,259.81,31.63,385.12,0.552,940.347,397.33302290286827,259.81
92,92,26/1/2021,10:52:12:494,259.81,31.69,381.72,0.552,940.347,397.2544117375813,259.81
93,93,26/1/2021,10:52:12:604,260.31,31.67,382.92,0.552,940.347,397.177447704988,259.81
94,94,26/1/2021,10:52:12:729,259.81,31.71,381.72,0.552,940.347,397.10220899150636,259.81
95,95,26/1/2021,10:52:12:823,260.31,31.57,399.12,0.552,940.347,397.02875306220125,259.81
96,96,26/1/2021,10:52:12:979,260.31,31.67,398.22,0.552,940.347,396.95712271691167,259.81
97,97,26/1/2021,10:52:13:42,259.81,31.65,385.12,0.552,940.347,396.8873541465515,259.81
98,98,26/1/2021,10:52:13:151,260.31,31.69,418.92,0.552,940.347,396.81948123602217,259.81
99,99,26/1/2021,10:52:13:262,259.81,31.63,382.32,0.552,940.347,396.7535388628836,259.81
100,100,26/1/2021,10:52:13:371,260.31,31.65,416.52,0.552,940.347,396.6895665238197,259.81
101,101,26/1/2021,10:52:13:480,260.31,31.61,399.42,0.552,940.347,396.62761053161836,259.81
102,102,26/1/2021,10:52:13:590,259.81,31.73,381.42,0.5529999999999999,940.347,396.5677246975775,259.81
103,103,26/1/2021,10:52:13:730,259.81,31.69,411.02,0.552,940.347,396.50996619266317,259.81
104,104,26/1/2021,10:52:13:808,259.81,31.55,384.52,0.5529999999999999,940.347,396.454390885926,259.81
105,105,26/1/2021,10:52:13:918,259.31,31.57,397.92,0.552,940.347,396.40105304442085,259.81
106,106,26/1/2021,10:52:14:27,260.31,31.65,392.72,0.552,940.347,396.3500044535347,259.81
107,107,26/1/2021,10:52:14:137,260.31,31.61,393.62,0.552,940.347,396.3012929954282,259.81
108,108,26/1/2021,10:52:14:246,259.81,31.63,403.72,0.552,940.347,396.25496363311913,259.81
109,109,26/1/2021,10:52:14:355,260.31,31.61,402.82,0.552,940.347,396.21106202687065,259.81
110,110,26/1/2021,10:52:14:480,260.31,31.63,400.02,0.552,940.347,396.1696395735418,259.81
111,111,26/1/2021,10:52:14:574,259.81,31.57,407.32,0.552,940.347,396.13075649609146,259.81
112,112,26/1/2021,10:52:14:746,259.31,31.67,417.72,0.551,940.347,396.09448467424653,259.81
113,113,26/1/2021,10:52:14:793,259.31,31.71,385.12,0.552,940.347,396.0609115483316,259.81
114,114,26/1/2021,10:52:14:902,260.31,31.61,388.42,0.552,940.347,396.0301365556616,259.81
115,115,26/1/2021,10:52:15:11,259.81,31.69,391.22,0.551,940.347,396.0022588334085,259.81
116,116,26/1/2021,10:52:15:121,259.81,31.75,381.42,0.551,940.347,395.97736793097437,259.81
117,117,26/1/2021,10:52:15:230,259.31,31.65,382.02,0.551,940.347,395.9555399597176,259.81
118,118,26/1/2021,10:52:15:340,259.31,31.73,381.72,0.551,940.347,395.9368336436991,259.81
119,119,26/1/2021,10:52:15:480,260.31,31.69,384.52,0.552,940.347,395.9212874050318,259.81
120,120,26/1/2021,10:52:15:558,259.81,31.73,381.42,0.552,940.347,395.9089192882064,259.81
121,121,26/1/2021,10:52:15:668,260.81,31.67,419.32,0.552,940.347,395.8997309231595,259.81
122,122,26/1/2021,10:52:15:777,259.81,31.67,387.82,0.552,940.347,395.8937181628926,259.81
123,123,26/1/2021,10:52:15:886,260.31,31.65,392.42,0.5529999999999999,940.347,395.8908802046975,259.81
124,124,26/1/2021,10:52:15:995,259.81,31.63,395.42,0.5529999999999999,940.497,395.8912177947843,259.81
125,125,26/1/2021,10:52:16:105,259.81,31.67,400.02,0.5529999999999999,940.347,395.8947290851445,259.81
126,126,26/1/2021,10:52:16:246,260.81,31.73,400.62,0.552,940.347,395.90141189097983,259.81
127,127,26/1/2021,10:52:16:324,259.31,31.73,385.12,0.5529999999999999,940.347,395.9112666235511,259.81
128,128,26/1/2021,10:52:16:480,259.31,31.69,385.12,0.5529999999999999,940.347,395.9242927845227,259.81
129,129,26/1/2021,10:52:16:543,259.81,31.67,403.72,0.5529999999999999,940.347,395.94048258349113,259.81
130,130,26/1/2021,10:52:16:652,259.81,31.75,411.62,0.552,940.347,395.9598228928157,259.81
131,131,26/1/2021,10:52:16:761,259.31,31.69,384.22,0.5529999999999999,940.347,395.98230469894065,259.81
132,132,26/1/2021,10:52:16:871,260.31,31.65,415.02,0.552,940.347,396.0079271355658,259.81
133,133,26/1/2021,10:52:16:980,259.81,31.59,381.72,0.552,940.347,396.0366951539373,259.81
134,134,26/1/2021,10:52:17:90,260.81,31.63,383.52,0.552,940.347,396.06861492099716,259.81
135,135,26/1/2021,10:52:17:246,259.31,31.65,399.72,0.552,940.347,396.1036861612571,259.81
136,136,26/1/2021,10:52:17:308,259.31,31.63,384.22,0.552,940.347,396.14189811228067,259.81
137,137,26/1/2021,10:52:17:423,259.31,31.65,385.42,0.551,940.347,396.18323044476404,259.81
138,138,26/1/2021,10:52:17:532,259.81,31.65,418.92,0.551,940.347,396.2276543290371,259.81
139,139,26/1/2021,10:52:17:641,260.81,31.59,402.82,0.551,940.347,396.275139864428,259.81
140,140,26/1/2021,10:52:17:751,261.21,31.65,402.82,0.551,940.197,396.32566790646376,259.81
141,141,26/1/2021,10:52:17:860,259.31,31.61,384.22,0.552,940.347,396.37923188459433,259.81
142,142,26/1/2021,10:52:18:0,259.81,31.61,384.22,0.552,940.347,396.4358277776643,259.81
143,143,26/1/2021,10:52:18:79,259.31,31.53,384.52,0.552,940.347,396.49544199690905,259.81
144,144,26/1/2021,10:52:18:235,259.81,31.69,385.12,0.552,940.347,396.55804444157167,259.81
145,145,26/1/2021,10:52:18:298,259.31,31.67,391.22,0.552,940.347,396.6235876246772,259.81
146,146,26/1/2021,10:52:18:408,259.81,31.69,390.32,0.552,940.347,396.692009252064,259.81
147,147,26/1/2021,10:52:18:517,259.31,31.69,393.62,0.552,940.347,396.7632358078592,259.81
148,148,26/1/2021,10:52:18:626,259.81,31.73,397.02,0.552,940.347,396.8371858710824,259.81
149,149,26/1/2021,10:52:18:736,259.81,31.61,382.02,0.552,940.347,396.91377198255685,259.81
150,150,26/1/2021,10:52:18:845,259.81,31.63,405.52,0.552,940.347,396.992900174191,259.81
151,151,26/1/2021,10:52:18:986,259.81,31.61,403.42,0.552,940.347,397.0744716294009,259.81
152,152,26/1/2021,10:52:19:80,259.81,31.71,386.02,0.552,940.347,397.15838809977686,259.81
153,153,26/1/2021,10:52:19:236,259.81,31.57,422.62,0.552,940.347,397.2445549373001,259.81
154,154,26/1/2021,10:52:19:314,259.31,31.63,392.42,0.552,940.347,397.3328835089286,259.81
155,155,26/1/2021,10:52:19:486,259.81,31.69,399.12,0.552,940.347,397.4232942596507,259.81
156,156,26/1/2021,10:52:19:548,260.31,31.77,420.22,0.552,940.347,397.515716172788,259.81
157,157,26/1/2021,10:52:19:658,259.81,31.67,387.82,0.5529999999999999,940.347,397.6100873891808,259.81
158,158,26/1/2021,10:52:19:767,260.31,31.67,422.02,0.552,940.197,397.7063576939196,259.81
159,159,26/1/2021,10:52:19:877,260.81,31.61,384.22,0.5529999999999999,940.347,397.8044879674916,259.81
160,160,26/1/2021,10:52:19:986,258.81,31.63,386.92,0.5529999999999999,940.347,397.9044451465151,259.81
161,161,26/1/2021,10:52:20:96,259.31,31.69,390.62,0.5529999999999999,940.347,398.0061918816423,259.81
162,162,26/1/2021,10:52:20:221,260.31,31.65,381.72,0.5529999999999999,940.347,398.10967742087104,259.81
163,163,26/1/2021,10:52:20:315,259.81,31.57,397.02,0.5529999999999999,940.347,398.21483508447625,259.81
164,164,26/1/2021,10:52:20:471,260.31,31.63,410.12,0.552,940.197,398.32158573644995,259.81
165,165,26/1/2021,10:52:20:534,259.81,31.65,400.62,0.5529999999999999,940.347,398.42984733757567,259.81
166,166,26/1/2021,10:52:20:643,259.81,31.69,406.72,0.5529999999999999,940.347,398.5395441370937,259.81
167,167,26/1/2021,10:52:20:752,259.31,31.71,401.22,0.5529999999999999,940.347,398.6506093055538,259.81
168,168,26/1/2021,10:52:20:862,259.31,31.59,405.52,0.552,940.197,398.76298420220377,259.81
169,169,26/1/2021,10:52:20:971,259.31,31.65,406.42,0.5529999999999999,940.197,398.8766182071465,259.81
170,170,26/1/2021,10:52:21:80,260.81,31.67,395.12,0.5529999999999999,940.347,398.9914687593591,259.81
171,171,26/1/2021,10:52:21:236,259.81,31.73,404.02,0.552,940.347,399.1074993710469,259.81
172,172,26/1/2021,10:52:21:299,260.81,31.73,382.32,0.552,940.347,399.224675108242,259.81
173,173,26/1/2021,10:52:21:408,259.31,31.69,383.82,0.552,940.197,399.34295521648806,259.81
174,174,26/1/2021,10:52:21:518,260.31,31.69,403.12,0.552,940.347,399.462285329111,259.81
175,175,26/1/2021,10:52:21:627,258.81,31.67,403.42,0.552,940.347,399.5825981009504,259.81
176,176,26/1/2021,10:52:21:736,259.31,31.67,383.82,0.552,940.197,399.70382074659057,259.81
177,177,26/1/2021,10:52:21:846,258.81,31.65,422.32,0.552,940.197,399.8258786942133,259.81
178,178,26/1/2021,10:52:21:971,259.31,31.71,399.72,0.552,940.197,399.948698642888,259.81
179,179,26/1/2021,10:52:22:65,259.81,31.67,418.62,0.552,940.197,400.0722160683421,259.81
180,180,26/1/2021,10:52:22:220,259.81,31.77,401.92,0.552,940.347,400.19638048853074,259.81
181,181,26/1/2021,10:52:22:283,259.31,31.69,402.52,0.552,940.347,400.32115483293677,259.81
182,182,26/1/2021,10:52:22:393,260.31,31.67,403.12,0.552,940.347,400.446511079144,259.81
183,183,26/1/2021,10:52:22:502,259.81,31.73,403.42,0.552,940.347,400.5724261341158,259.81
184,184,26/1/2021,10:52:22:611,259.81,31.67,403.72,0.552,940.347,400.6988807755597,259.81
185,185,26/1/2021,10:52:22:736,259.81,31.61,387.52,0.552,940.347,400.82585849797096,259.81
186,186,26/1/2021,10:52:22:830,259.81,31.61,404.02,0.552,940.347,400.95334109849165,259.81
187,187,26/1/2021,10:52:22:970,260.81,31.67,400.32,0.552,940.347,401.0813053295405,259.81
188,188,26/1/2021,10:52:23:49,259.81,31.69,401.22,0.552,940.347,401.2097246523012,259.81
189,189,26/1/2021,10:52:23:158,259.31,31.65,389.62,0.552,940.347,401.33857089501254,259.81
190,190,26/1/2021,10:52:23:267,259.31,31.69,402.82,0.552,940.347,401.4678115930889,259.81
191,191,26/1/2021,10:52:23:377,259.31,31.67,385.12,0.552,940.347,401.59740652556883,259.81
192,192,26/1/2021,10:52:23:502,259.81,31.63,403.12,0.552,940.347,401.72730571532304,259.81
193,193,26/1/2021,10:52:23:611,259.31,31.67,403.12,0.552,940.347,401.85744989452064,259.81
194,194,26/1/2021,10:52:23:736,258.81,31.57,390.62,0.552,940.347,401.98777388889846,259.81
195,195,26/1/2021,10:52:23:830,259.31,31.67,404.32,0.552,940.347,402.11820812162557,259.81
196,196,26/1/2021,10:52:23:986,259.31,31.65,407.72,0.552,940.347,402.24867852972875,259.81
197,197,26/1/2021,10:52:24:49,260.31,31.71,399.72,0.552,940.347,402.37910993811767,259.81
198,198,26/1/2021,10:52:24:158,259.81,31.71,392.42,0.552,940.347,402.5094280731256,259.81
199,199,26/1/2021,10:52:24:267,259.31,31.65,419.32,0.552,940.347,402.6395571924948,259.81
200,200,26/1/2021,10:52:24:377,259.31,31.67,388.72,0.552,940.347,402.7694203230288,259.81
201,201,26/1/2021,10:52:24:486,259.31,31.75,403.42,0.552,940.347,402.898940622776,259.81
202,202,26/1/2021,10:52:24:596,260.31,31.69,395.12,0.552,940.347,403.0280380860272,259.81
203,203,26/1/2021,10:52:24:736,259.31,31.69,395.12,0.552,940.347,403.1566255213808,259.81
204,204,26/1/2021,10:52:24:814,260.31,31.69,406.12,0.552,940.347,403.28460735523765,259.81
205,205,26/1/2021,10:52:24:924,259.31,31.61,410.12,0.552,940.347,403.41188222449637,259.81
206,206,26/1/2021,10:52:25:33,259.81,31.71,384.52,0.552,940.497,403.53834732739296,259.81
207,207,26/1/2021,10:52:25:142,259.81,31.65,415.62,0.552,940.347,403.66389791942635,259.81
208,208,26/1/2021,10:52:25:252,259.31,31.75,400.62,0.552,940.347,403.7884254973133,259.81
209,209,26/1/2021,10:52:25:361,260.31,31.69,407.32,0.552,940.347,403.91182090644713,259.81
210,210,26/1/2021,10:52:25:486,259.81,31.71,404.92,0.552,940.347,404.03397728929525,259.81
211,211,26/1/2021,10:52:25:580,259.81,31.86,404.92,0.552,940.347,404.15479005956365,259.81
212,212,26/1/2021,10:52:25:752,259.81,31.65,400.32,0.552,940.347,404.27415603740957,259.81
213,213,26/1/2021,10:52:25:799,260.31,31.77,411.62,0.552,940.347,404.3919723221556,259.81
214,214,26/1/2021,10:52:25:908,259.81,31.69,418.02,0.552,940.347,404.5081381525827,259.81
215,215,26/1/2021,10:52:26:17,259.81,31.67,422.02,0.552,940.347,404.6225621923951,259.81
216,216,26/1/2021,10:52:26:127,259.31,31.59,403.12,0.552,940.347,404.73516954419614,259.81
217,217,26/1/2021,10:52:26:252,259.81,31.59,399.12,0.552,940.347,404.8458998099128,259.81
218,218,26/1/2021,10:52:26:346,259.81,31.69,404.62,0.552,940.347,404.95469733147,259.81
219,219,26/1/2021,10:52:26:486,260.31,31.71,405.22,0.552,940.347,405.06150412682337,259.81
220,220,26/1/2021,10:52:26:565,259.81,31.75,423.52,0.552,940.347,405.1662615016639,259.81
221,221,26/1/2021,10:52:26:674,260.31,31.69,403.42,0.552,940.347,405.26891694525284,259.81
222,222,26/1/2021,10:52:26:784,260.81,31.71,420.22,0.551,940.347,405.3694290831772,259.81
223,223,26/1/2021,10:52:26:893,260.31,31.73,422.92,0.551,940.347,405.4677697045669,259.81
224,224,26/1/2021,10:52:27:2,260.31,31.65,403.72,0.551,940.347,405.5639264727577,259.81
225,225,26/1/2021,10:52:27:112,259.81,31.69,404.02,0.552,940.347,405.65790152958687,259.81
226,226,26/1/2021,10:52:27:237,259.81,31.71,391.52,0.552,940.347,405.7497020065236,259.81
227,227,26/1/2021,10:52:27:331,259.31,31.71,381.12,0.552,940.347,405.8393273458558,259.81
228,228,26/1/2021,10:52:27:502,259.81,31.73,402.82,0.552,940.347,405.9267584957654,259.81
229,229,26/1/2021,10:52:27:549,258.81,31.69,385.42,0.552,940.347,406.0119537408081,259.81
230,230,26/1/2021,10:52:27:659,259.81,31.69,403.42,0.552,940.347,406.09485088440783,259.81
231,231,26/1/2021,10:52:27:768,260.31,31.65,392.42,0.552,940.347,406.17537023777913,259.81
232,232,26/1/2021,10:52:27:877,259.31,31.55,403.12,0.551,940.347,406.2534170265956,259.81
233,233,26/1/2021,10:52:27:987,259.31,31.57,420.82,0.551,940.347,406.32888590804197,259.81
234,234,26/1/2021,10:52:28:97,259.81,31.65,419.32,0.552,940.347,406.4016710089196,259.81
235,235,26/1/2021,10:52:28:237,259.81,31.81,404.02,0.552,940.347,406.47167683681124,259.81
236,236,26/1/2021,10:52:28:315,260.31,31.69,401.92,0.552,940.347,406.5388190392977,259.81
237,237,26/1/2021,10:52:28:425,261.71,31.73,402.52,0.552,940.347,406.60301599389976,259.81
238,238,26/1/2021,10:52:28:534,260.81,31.65,402.52,0.552,940.347,406.66418181946364,259.81
239,239,26/1/2021,10:52:28:643,260.31,31.71,413.12,0.552,940.347,406.72222538168006,259.81
240,240,26/1/2021,10:52:28:752,259.81,31.61,382.62,0.5529999999999999,940.347,406.77705135328233,259.81
241,241,26/1/2021,10:52:28:862,259.81,31.71,411.02,0.552,940.347,406.82855734883316,259.81
242,242,26/1/2021,10:52:28:987,259.81,31.69,419.32,0.552,940.347,406.87663207525634,259.81
243,243,26/1/2021,10:52:29:81,263.21,31.65,405.52,0.552,940.347,406.9211626608579,259.81
244,244,26/1/2021,10:52:29:237,259.81,31.69,405.82,0.552,940.347,406.9620419517474,259.81
245,245,26/1/2021,10:52:29:299,259.81,31.73,403.72,0.552,940.347,406.999166356722,259.81
246,246,26/1/2021,10:52:29:409,259.81,31.67,421.72,0.552,940.347,407.0324324317102,259.81
247,247,26/1/2021,10:52:29:518,259.31,31.71,423.52,0.551,940.347,407.0617414151896,259.81
248,248,26/1/2021,10:52:29:627,259.81,31.65,422.02,0.551,940.347,407.08700915447486,259.81
249,249,26/1/2021,10:52:29:737,259.81,31.75,404.02,0.552,940.347,407.1081714181782,259.81
250,250,26/1/2021,10:52:29:846,259.31,31.73,398.52,0.552,940.347,407.12517806678056,259.81
251,251,26/1/2021,10:52:29:986,259.31,31.71,418.62,0.551,940.347,407.13798224115135,259.81
252,252,26/1/2021,10:52:30:65,259.31,31.63,405.22,0.552,940.347,407.1465366051369,259.81
253,253,26/1/2021,10:52:30:174,259.81,31.67,403.42,0.552,940.347,407.15079570699686,259.81
254,254,26/1/2021,10:52:30:283,259.81,31.73,422.92,0.552,940.347,407.15071660893403,259.81
255,255,26/1/2021,10:52:30:393,259.31,31.71,403.42,0.552,940.347,407.146260222225,259.81
256,256,26/1/2021,10:52:30:502,260.31,31.73,421.72,0.552,940.347,407.13739477458114,259.81
257,257,26/1/2021,10:52:30:612,259.81,31.61,420.22,0.552,940.347,407.12409873616724,259.81
258,258,26/1/2021,10:52:30:737,259.81,31.69,404.62,0.552,940.347,407.1063636389092,259.81
259,259,26/1/2021,10:52:30:830,259.81,31.77,400.32,0.552,940.347,407.084192018162,259.81
260,260,26/1/2021,10:52:31:2,259.81,31.67,414.12,0.552,940.347,407.0575894375322,259.81
261,261,26/1/2021,10:52:31:49,259.81,31.69,381.72,0.552,940.497,407.0265582020503,259.81
262,262,26/1/2021,10:52:31:159,260.31,31.71,405.82,0.552,940.347,406.99109215505166,259.81
263,263,26/1/2021,10:52:31:268,260.31,31.75,384.52,0.5529999999999999,940.497,406.9511702630375,259.81
264,264,26/1/2021,10:52:31:377,260.31,31.63,421.12,0.552,940.347,406.90675479870674,259.81
265,265,26/1/2021,10:52:31:487,260.31,31.67,419.62,0.552,940.347,406.85779906320647,259.81
266,266,26/1/2021,10:52:31:596,260.31,31.61,419.62,0.552,940.347,406.80426186065245,259.81
267,267,26/1/2021,10:52:31:752,260.31,31.77,404.62,0.552,940.347,406.74611712352464,259.81
268,268,26/1/2021,10:52:31:814,260.81,31.75,414.72,0.552,940.347,406.6833521702566,259.81
269,269,26/1/2021,10:52:31:924,259.81,31.73,411.62,0.552,940.347,406.6159626726243,259.81
270,270,26/1/2021,10:52:32:33,260.31,31.71,404.02,0.552,940.347,406.5439509178189,259.81
