,Unnamed: 0,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Pressure_tmp
0,0,12/3/2021,13:26:56:638,311.52,30.93,434.82,0.547,926.146,311.52
1,1,12/3/2021,13:26:56:716,312.02,30.99,452.52,0.547,926.146,311.52
2,2,12/3/2021,13:26:56:857,311.52,30.97,455.62,0.547,926.146,311.52
3,3,12/3/2021,13:26:56:935,311.12,30.99,441.52,0.547,926.146,311.52
4,4,12/3/2021,13:26:57:44,312.52,30.93,453.72,0.547,926.146,311.52
5,5,12/3/2021,13:26:57:154,311.52,30.95,453.12,0.547,926.146,311.52
6,6,12/3/2021,13:26:57:263,312.02,30.91,452.82,0.547,925.996,311.52
7,7,12/3/2021,13:26:57:375,312.52,31.06,456.52,0.547,926.146,311.52
8,8,12/3/2021,13:26:57:484,312.02,30.97,453.42,0.547,925.996,311.52
9,9,12/3/2021,13:26:57:609,311.52,30.95,451.92,0.547,925.996,311.52
10,10,12/3/2021,13:26:57:703,312.02,31.02,451.32,0.547,926.146,311.52
11,11,12/3/2021,13:26:57:859,312.02,30.91,452.82,0.547,926.146,311.52
12,12,12/3/2021,13:26:57:927,312.52,30.97,455.62,0.547,926.146,311.52
13,13,12/3/2021,13:26:58:36,312.02,30.97,431.22,0.547,926.146,311.52
14,14,12/3/2021,13:26:58:145,311.52,30.99,455.32,0.547,925.996,311.52
15,15,12/3/2021,13:26:58:254,312.02,31.06,436.32,0.5479999999999999,926.146,311.52
16,16,12/3/2021,13:26:58:364,312.02,31.0,454.02,0.5479999999999999,925.996,311.52
17,17,12/3/2021,13:26:58:473,312.02,31.02,451.62,0.5479999999999999,925.996,311.52
18,18,12/3/2021,13:26:58:614,312.02,30.87,451.02,0.5479999999999999,926.146,311.52
19,19,12/3/2021,13:26:58:692,312.02,31.02,451.02,0.5479999999999999,925.996,311.52
20,20,12/3/2021,13:26:58:801,312.02,31.0,450.72,0.547,926.146,311.52
21,21,12/3/2021,13:26:58:911,311.52,31.02,450.12,0.547,926.146,311.52
22,22,12/3/2021,13:26:59:20,311.52,31.02,450.12,0.547,926.146,311.52
23,23,12/3/2021,13:26:59:129,312.02,30.93,449.82,0.547,926.146,311.52
24,24,12/3/2021,13:26:59:239,312.52,31.0,433.32,0.547,926.146,311.52
25,25,12/3/2021,13:26:59:364,312.52,30.99,469.62,0.546,925.996,311.52
26,26,12/3/2021,13:26:59:458,312.02,30.95,450.72,0.547,926.146,311.52
