,index,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
0,0,3/2/2021,14:27:9:686,456.62,30.42,617.33,0.552,930.897,618.2996302650532,456.62
1,1,3/2/2021,14:27:9:779,456.62,30.36,633.23,0.552,930.897,619.0040937383037,456.62
2,2,3/2/2021,14:27:9:889,456.12,30.48,618.63,0.552,930.897,619.7101530082064,456.62
3,3,3/2/2021,14:27:9:998,457.12,30.42,646.93,0.552,930.897,620.4158381499439,456.62
4,4,3/2/2021,14:27:10:108,456.12,30.42,615.23,0.552,930.897,621.1193251745311,456.62
5,5,3/2/2021,14:27:10:264,456.12,30.49,646.63,0.552,930.747,621.8189561445463,456.62
6,6,3/2/2021,14:27:10:326,456.12,30.48,617.33,0.552,930.897,622.5132327927238,456.62
7,7,3/2/2021,14:27:10:436,457.12,30.48,632.63,0.552,930.897,623.2007939107538,456.62
8,8,3/2/2021,14:27:10:561,456.62,30.49,617.63,0.552,931.047,623.8803697042295,456.62
9,9,3/2/2021,14:27:10:654,457.12,30.44,631.73,0.552,931.047,624.5507321551181,456.62
10,10,3/2/2021,14:27:10:764,456.62,30.49,637.53,0.552,930.897,625.2106884249355,456.62
11,11,3/2/2021,14:27:10:873,457.12,30.48,636.63,0.552,930.897,625.8591310705963,456.62
12,12,3/2/2021,14:27:10:998,456.62,30.46,616.73,0.552,930.897,626.4950791559539,456.62
13,13,3/2/2021,14:27:11:92,456.62,30.42,636.33,0.552,931.047,627.1176407319009,456.62
14,14,3/2/2021,14:27:11:263,457.62,30.49,617.03,0.552,931.047,627.7259462495741,456.62
15,15,3/2/2021,14:27:11:310,456.62,30.46,634.13,0.552,930.897,628.3191164178877,456.62
16,16,3/2/2021,14:27:11:420,456.12,30.4,634.13,0.552,930.897,628.8962635438373,456.62
17,17,3/2/2021,14:27:11:529,456.62,30.49,634.13,0.5529999999999999,931.047,629.4565261742156,456.62
18,18,3/2/2021,14:27:11:639,456.62,30.51,633.53,0.5529999999999999,930.897,629.9991074009826,456.62
19,19,3/2/2021,14:27:11:748,456.62,30.44,632.93,0.5529999999999999,930.897,630.5232798768028,456.62
