Unnamed: 0,Unnamed: 0.1.1,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
4127,4127,26/1/2021,11:25:13:20,280.31,31.51,428.12,0.5539999999999999,941.747,423.28228115587484,280.81
4128,4128,26/1/2021,11:25:13:145,280.31,31.61,421.42,0.5539999999999999,941.747,423.3827015000537,280.81
4129,4129,26/1/2021,11:25:13:238,281.31,31.51,407.32,0.555,941.897,423.48387995848697,280.81
4130,4130,26/1/2021,11:25:13:395,280.81,31.53,407.72,0.5539999999999999,941.897,423.5858027492263,280.31
4131,4131,26/1/2021,11:25:13:457,280.31,31.55,428.42,0.5539999999999999,941.747,423.6884489214961,280.81
4132,4132,26/1/2021,11:25:13:567,280.31,31.57,428.72,0.5539999999999999,941.747,423.7917912937279,280.31
4133,4133,26/1/2021,11:25:13:676,280.81,31.49,428.72,0.5539999999999999,941.747,423.8958014784348,280.31
4134,4134,26/1/2021,11:25:13:786,281.31,31.51,412.82,0.5539999999999999,941.747,424.00045292839064,279.81
4135,4135,26/1/2021,11:25:13:895,280.81,31.55,416.82,0.5539999999999999,941.747,424.10571915878853,280.31
4136,4136,26/1/2021,11:25:14:4,280.81,31.49,447.02,0.5539999999999999,941.747,424.211571463096,281.31
4137,4137,26/1/2021,11:25:14:145,280.31,31.47,425.72,0.5539999999999999,941.747,424.31798154233365,281.81
4138,4138,26/1/2021,11:25:14:223,280.31,31.51,447.62,0.5539999999999999,941.747,424.4249267579708,281.31
4139,4139,26/1/2021,11:25:14:332,280.81,31.53,424.72,0.5539999999999999,941.897,424.5323928416704,280.81
4140,4140,26/1/2021,11:25:14:441,279.81,31.39,428.72,0.555,941.747,424.64037331217366,281.31
4141,4141,26/1/2021,11:25:14:551,280.31,31.43,429.32,0.555,941.747,424.7488669361952,280.31
4142,4142,26/1/2021,11:25:14:660,280.81,31.55,429.32,0.555,941.747,424.85787569478265,281.81
4143,4143,26/1/2021,11:25:14:770,280.31,31.53,417.72,0.555,941.747,424.9674040319695,280.31
4144,4144,26/1/2021,11:25:14:894,280.81,31.55,411.02,0.555,941.747,425.0774566668315,281.31
4145,4145,26/1/2021,11:25:14:988,280.31,31.39,409.22,0.555,941.747,425.1880341063101,280.81
4146,4146,26/1/2021,11:25:15:160,280.31,31.43,428.42,0.555,941.747,425.29912919643454,280.31
4147,4147,26/1/2021,11:25:15:207,280.81,31.53,444.32,0.555,941.747,425.4107290070616,280.31
4148,4148,26/1/2021,11:25:15:316,280.31,31.47,419.32,0.555,941.897,425.5228210700732,281.31
4149,4149,26/1/2021,11:25:15:426,280.31,31.61,430.52,0.5539999999999999,941.747,425.6353969841356,281.31
4150,4150,26/1/2021,11:25:15:535,280.31,31.67,413.52,0.555,941.747,425.7484505542316,280.31
4151,4151,26/1/2021,11:25:15:644,280.31,31.53,418.02,0.555,941.747,425.86197407910964,280.81
4152,4152,26/1/2021,11:25:15:754,280.81,31.43,420.82,0.5539999999999999,941.747,425.97595549650885,280.81
4153,4153,26/1/2021,11:25:15:894,280.31,31.49,425.42,0.555,941.747,426.09037766882807,280.31
4154,4154,26/1/2021,11:25:15:972,280.81,31.55,427.22,0.5539999999999999,941.747,426.2052200170072,280.81
4155,4155,26/1/2021,11:25:16:82,280.81,31.53,427.82,0.5539999999999999,941.747,426.32046074574026,280.31
4156,4156,26/1/2021,11:25:16:191,280.31,31.49,424.42,0.5539999999999999,941.747,426.436078160587,279.81
4157,4157,26/1/2021,11:25:16:301,280.81,31.47,441.52,0.5539999999999999,941.747,426.5520514383068,280.31
4158,4158,26/1/2021,11:25:16:410,281.81,31.49,425.72,0.5539999999999999,941.747,426.6683621872958,280.31
4159,4159,26/1/2021,11:25:16:519,280.81,31.49,427.82,0.5539999999999999,941.747,426.78499565096877,279.81
4160,4160,26/1/2021,11:25:16:644,280.31,31.49,422.32,0.5539999999999999,941.747,426.90193940879647,280.31
