,Unnamed: 0,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Pressure_tmp
260,260,11/3/2021,16:22:54:752,310.12,30.89,465.92,0.54,926.146,311.12
261,261,11/3/2021,16:22:54:862,309.62,31.0,480.02,0.54,926.146,311.12
262,262,11/3/2021,16:22:54:971,309.62,30.99,462.62,0.54,926.146,311.12
263,263,11/3/2021,16:22:55:81,310.12,31.02,473.62,0.541,926.146,311.12
264,264,11/3/2021,16:22:55:190,310.62,30.93,471.42,0.541,926.146,311.12
265,265,11/3/2021,16:22:55:299,310.62,30.91,469.02,0.541,926.146,311.12
266,266,11/3/2021,16:22:55:440,309.62,30.79,469.62,0.542,926.146,311.12
267,267,11/3/2021,16:22:55:518,309.62,30.97,483.72,0.542,926.296,311.12
268,268,11/3/2021,16:22:55:674,309.62,31.0,460.52,0.5429999999999999,926.296,311.12
269,269,11/3/2021,16:22:55:737,309.12,30.97,479.42,0.5429999999999999,926.446,311.12
270,270,11/3/2021,16:22:55:846,309.62,30.99,458.92,0.5429999999999999,926.596,311.12
271,271,11/3/2021,16:22:55:955,309.12,31.02,460.22,0.5429999999999999,926.596,311.12
272,272,11/3/2021,16:22:56:65,309.62,30.91,458.02,0.544,926.746,311.12
273,273,11/3/2021,16:22:56:174,309.62,30.97,473.32,0.546,926.946,311.12
274,274,11/3/2021,16:22:56:284,310.12,30.99,470.52,0.5479999999999999,926.946,311.12
275,275,11/3/2021,16:22:56:424,309.62,31.0,436.02,0.551,927.096,311.12
276,276,11/3/2021,16:22:56:502,309.62,30.91,465.32,0.552,927.096,311.12
277,277,11/3/2021,16:22:56:612,309.62,30.99,463.22,0.555,927.096,311.12
278,278,11/3/2021,16:22:56:721,310.62,31.0,464.12,0.563,926.746,311.12
279,279,11/3/2021,16:22:56:830,309.12,30.93,436.32,0.565,926.746,311.12
280,280,11/3/2021,16:22:56:955,309.62,31.0,448.62,0.562,926.596,311.12
281,281,11/3/2021,16:22:57:49,310.12,30.93,434.22,0.562,926.746,311.12
282,282,11/3/2021,16:22:57:174,309.62,30.95,472.12,0.569,926.746,311.12
283,283,11/3/2021,16:22:57:267,310.12,31.0,472.72,0.5760000000000001,926.946,311.12
284,284,11/3/2021,16:22:57:424,309.62,30.95,452.82,0.5760000000000001,927.096,311.12
285,285,11/3/2021,16:22:57:705,310.12,30.95,463.52,0.568,927.696,311.12
286,286,11/3/2021,16:22:57:814,309.62,30.95,454.02,0.562,928.596,311.12
287,287,11/3/2021,16:22:57:924,310.62,31.02,451.02,0.561,929.346,311.12
288,288,11/3/2021,16:22:58:33,309.62,30.97,451.92,0.56,930.147,311.12
289,289,11/3/2021,16:22:58:174,310.62,30.97,452.82,0.557,930.897,311.12
290,290,11/3/2021,16:22:58:252,311.52,30.97,429.92,0.5529999999999999,931.647,311.12
291,291,11/3/2021,16:22:58:361,310.12,30.95,469.92,0.5479999999999999,932.747,311.12
292,292,11/3/2021,16:22:58:470,310.12,30.95,469.32,0.546,933.497,311.12
293,293,11/3/2021,16:22:58:581,310.12,30.93,469.32,0.546,934.247,311.12
294,294,11/3/2021,16:22:58:691,310.62,30.99,469.02,0.5479999999999999,934.847,311.12
295,295,11/3/2021,16:22:58:800,310.12,30.91,466.62,0.5489999999999999,935.447,311.12
296,296,11/3/2021,16:22:58:925,310.62,30.93,440.02,0.55,936.247,311.12
297,297,11/3/2021,16:22:59:19,311.12,30.99,459.82,0.55,936.547,311.12
298,298,11/3/2021,16:22:59:175,312.02,30.93,457.42,0.551,936.997,311.12
299,299,11/3/2021,16:22:59:238,310.62,30.99,446.42,0.551,937.297,311.12
300,300,11/3/2021,16:22:59:347,310.12,31.02,447.92,0.552,937.597,311.12
301,301,11/3/2021,16:22:59:456,310.12,30.93,438.82,0.5539999999999999,937.597,311.12
302,302,11/3/2021,16:22:59:566,310.12,30.97,451.02,0.556,937.597,311.12
303,303,11/3/2021,16:22:59:675,311.12,30.81,467.52,0.556,937.597,311.12
304,304,11/3/2021,16:22:59:784,310.62,31.02,465.92,0.5539999999999999,937.447,311.12
305,305,11/3/2021,16:22:59:925,310.12,30.87,466.62,0.551,937.447,311.12
306,306,11/3/2021,16:23:0:3,310.12,31.02,466.32,0.55,937.447,311.12
307,307,11/3/2021,16:23:0:112,311.12,31.02,463.82,0.5489999999999999,937.297,311.12
308,308,11/3/2021,16:23:0:221,310.62,31.02,452.52,0.5479999999999999,937.297,311.12
309,309,11/3/2021,16:23:0:331,310.12,31.02,425.72,0.5489999999999999,937.147,311.12
310,310,11/3/2021,16:23:0:440,311.12,30.97,449.22,0.55,936.997,311.12
311,311,11/3/2021,16:23:0:550,311.12,31.0,433.32,0.55,936.997,311.12
312,312,11/3/2021,16:23:0:674,310.62,31.06,469.32,0.5479999999999999,936.697,311.12
313,313,11/3/2021,16:23:0:768,310.12,30.95,468.42,0.547,936.547,311.12
314,314,11/3/2021,16:23:0:924,311.12,30.97,447.92,0.546,936.397,311.12
315,315,11/3/2021,16:23:0:987,310.62,30.99,465.02,0.546,936.397,311.12
